,cast
1591,AmandaSeyfried ChristopherEgan GaelGarcíaBernal VanessaRedgrave
1592,MichaelDouglas AndyGarcía KateCapshaw ShigeruKôyama
1593,SeanHayes WillSasso ChrisDiamantopoulos JaneLynch
1594,JohnnyDepp HelenaBonhamCarter EmilyWatson TraceyUllman
1595,JoshLucas DerekLuke JonVoight AustinNichols
1596,EmilyBlunt BeniciodelToro JoshBrolin VictorGarber
1597,JakeGyllenhaal RachelMcAdams ForestWhitaker OonaLaurence
1598,AlisonLohman JustinLong LornaRaver DileepRao
1599,BlakeLively MichielHuisman HarrisonFord EllenBurstyn
1600,MichaelCaine RobertDuvall HaleyJoelOsment JoshLucas
1601,RickMalambri AdamG.Sevani JoeSlaughter SharniVinson
1602,KateBosworth MatthewDavis MichelleRodriguez SanoeLake
1603,WillFerrell MaggieGyllenhaal DustinHoffman EmmaThompson
1604,JoshHartnett MelissaGeorge BenFoster DannyHuston
1605,KristenConnolly ChrisHemsworth AnnaHutchison FranKranz
1606,SeanMaguire CarmenElectra KenDavitian KevinSorbo
1607,RobertDeNiro CharlesGrodin YaphetKotto JohnAshton
1608,ArnoldSchwarzenegger RichardDawson MaríaConchitaAlonso YaphetKotto
1609,RickMoranis EllenGreene VincentGardenia SteveMartin
1610,SaoirseRonan EricBana VickyKrieps CateBlanchett
1611,RobinShou TalisaSoto JamesRemar SandraHess
1612,TomHanks JuliaRoberts BryanCranston CedrictheEntertainer
1613,ChloëGraceMoretz JulianneMoore JudyGreer AlexRussell
1614,AntonioBanderas RobBrown YayaDaCosta AlfreWoodard
1615,DwayneJohnson Xzibit L.ScottCaldwell LeonRippy
1616,MartinLawrence DannyDeVito JohnLeguizamo GlenneHeadly
1617,ChristopherPlummer MartinLandau JohnC.Reilly CrispinGlover
1618,JudeLaw RooneyMara CatherineZeta-Jones ChanningTatum
1619,JuliaStiles LukeMably BenMiller MirandaRichardson
1620,JimCummings TravisOates BudLuckey CraigFerguson
1621,MimiRogers EricChristianOlsen LuisGuzmán RachelNichols
1622,WarrenBeatty HalleBerry SeanAstin ChristineBaranski
1623,ChadwickBoseman NelsanEllis DanAykroyd ViolaDavis
1624,MerylStreep RenéeZellweger WilliamHurt TomEverettScott
1625,DenzelWashington RussellCrowe KellyLynch WilliamForsythe
1626,UmaThurman LukeWilson AnnaFaris EddieIzzard
1627,EricBana EdgarRamírez OliviaMunn JoelMcHale
1628,IoanGruffudd RichardRoxburgh AliceParkinson DanielWyllie
1629,BrittanyMurphy HollyHunter KathyBates RonLivingston
1630,JasonSegel EmilyBlunt ChrisPratt AlisonBrie
1631,BernieMac AngelaBassett MichaelRispoli BrianJ.White
1632,RussellCrowe ElizabethBanks BrianDennehy RZA
1633,MillaJovovich CameronBright NickChinlund SebastienAndrieu
1634,EthanHawke LaurenceFishburne GabrielByrne MariaBello
1635,ChowYun-fat MiraSorvino MichaelRooker KennethTsang
1636,LaurenceFishburne StephenBaldwin SalmaHayek WillPatton
1637,DavidArquette KariWuhrer ScottTerra ScarlettJohansson
1638,JakeGyllenhaal AnneHathaway OliverPlatt HankAzaria
1639,AlPacino AliciaWitt LeeleeSobieski AmyBrenneman
1640,CharlizeTheron EllePeterson ThomasCurtis FrancesMcDormand
1641,BruceWillis MatthewPerry AmandaPeet KevinPollak
1642,AdrienBrody SarahPolley DelphineChanéac DavidHewlett
1643,LeaThompson JeffreyJones TimRobbins EdGale
1644,EdwardNorton JonVoight ColinFarrell NoahEmmerich
1645,ColeHauser EddieCibrian MorrisChestnut LenaHeadey
1646,LukeWilson KateHudson SophieMarceau DavidPaymer
1647,JoshHartnett RoseByrne MatthewLillard DianeKruger
1648,AntonYelchin ColinFarrell ToniCollette ChristopherMintz-Plasse
1649,ColinFarrell Q'oriankaKilcher ChristopherPlummer ChristianBale
1650,FreddiePrinzeJr. SaffronBurrows MatthewLillard TchékyKaryo
1651,AnnetteBening AidanQuinn StephenRea RobertDowneyJr.
1652,ChowYun-fat JustinChatwin JoonPark JamieChung
1653,ArnoldSchwarzenegger ForestWhitaker RodrigoSantoro JohnnyKnoxville
1654,GregKinnear RebeccaRomijn RobertDeNiro CameronBright
1655,MandyMoore StarkSands TonyJayawardena JeremyPiven
1656,HaydenPanettiere BillHader JoanCusack PatrickWarburton
1657,RobertRedford JenniferLopez MorganFreeman BeccaGardner
1658,ChristopherPlummer HeathLedger JohnnyDepp JudeLaw
1659,PaulGiamatti DustinHoffman RosamundPike MinnieDriver
1660,BenAffleck GemmaArterton JustinTimberlake AnthonyMackie
1661,RyanPhillippe RachaelLeighCook TimRobbins ClaireForlani
1662,MatthewBroderick DenzelWashington CaryElwes MorganFreeman
1663,RobertDeNiro JamesWoods ElizabethMcGovern JoePesci
1664,ColinFarrell NoomiRapace TerrenceHoward DominicCooper
1665,AlPacino JeremyIrons JosephFiennes LynnCollins
1666,NickNolte TchékyKaryo NutsaKukhianidze MarcLavoine
1667,SteveHowey MikeVogel CameronRichardson SophiaBush
1668,EwanMcGregor RenéeZellweger EmilyWatson BarbaraFlynn
1669,CeciliaCheung LiuYe HongChen ChengQian
1670,JaimePressly DevonAoki HollyValance SarahCarter
1671,BradPitt CaseyAffleck SamShepard Mary-LouiseParker
1672,JackieChan LiBingbing JoanChen JayceeChan
1673,MaximeGodart ValérieLemercier KadMerad SandrineKiberlain
1674,JasonStatham MichaelAngarano MiloVentimiglia DominikGarcía-Lorido
1675,GerardButler MichelleMonaghan KathyBaker RichardGoteri
1676,ChristophMariaHerbst RalfSchmitz ThomasFritsch BastianPastewka
1677,JosephFiennes DennisHaysbert DianeKruger ShilohHenderson
1678,TimRoth SamNeill ThomasKretschmann GérardDepardieu
1679,NicoleKidman MiloVentimiglia PazVega TimRoth
1680,MaksimChukharyov KonstantinKhabenskiy MikhailGalustyan FyodorBondarchuk
1681,JohnMalkovich RayWinstone UweMansshardt HannsZischler
1682,SethRogen KristenWiig JonahHill BillHader
1683,AnnaKendrick RebelWilson HaileeSteinfeld BrittanySnow
1684,JoaquinPhoenix ReeseWitherspoon GinniferGoodwin RobertPatrick
1685,BenStiller EdwardNorton JennaElfman AnneBancroft
1686,JohnGoodman JimBroadbent CeliaImrie TomFelton
1687,MichaelSheen FrankLangella KevinBacon SamRockwell
1688,SamRockwell DrewBarrymore JuliaRoberts RutgerHauer
1689,MatthewPerry ElizabethHurley VincentPastore BruceCampbell
1690,MelissaMcCarthy PeterDinklage KristenBell KathyBates
1691,DenzelWashington KevinKline PenelopeWilton KateHardie
1692,LorenDean HopeDavis JasonLee AlfreWoodard
1693,BradDourif JenniferTilly BillyBoyd Redman
1694,AdrienBrody KeiraKnightley KrisKristofferson JenniferJasonLeigh
1695,ScottWeinger RobinWilliams LindaLarkin JonathanFreeman
1696,O'SheaJacksonJr. CoreyHawkins JasonMitchell NeilBrownJr.
1697,HarrisonFord KateCapshaw JonathanKeQuan AmrishPuri
1698,WhoopiGoldberg DavidSpade E.G.Daily TaraStrong
1699,MorganFreeman MonicaPotter MichaelWincott DylanBaker
1700,MerylStreep HughGrant RebeccaFerguson SimonHelberg
1701,AntonioBanderas SalmaHayek JohnnyDepp EvaMendes
1702,BruceWillis AlanRickman AlexanderGodunov BonnieBedelia
1703,SeannWilliamScott PaulRudd ElizabethBanks ChristopherMintz-Plasse
1704,ChristianBale SteveCarell RyanGosling BradPitt
1705,DemetriMartin ImeldaStaunton HenryGoodman LievSchreiber
1706,KurtRussell PatriciaClarkson NoahEmmerich SeanMcCann
1707,SarahPolley VingRhames JakeWeber MekhiPhifer
1708,JenniferLopez MatthewMcConaughey JustinChambers JoannaGleason
1709,ShunOguri HarumaMiura YuAoi ArataFuruta
1710,GeneHackman AnjelicaHuston BenStiller GwynethPaltrow
1711,JohnCusack RayLiotta AmandaPeet JohnHawkes
1712,RobertDeNiro MorganFreeman MichaelDouglas KevinKline
1713,RogerMoore CaroleBouquet ChaimTopol Lynn-HollyJohnson
1714,JohnCusack KateBeckinsale JeremyPiven BridgetMoynahan
1715,Jean-ClaudeVanDamme MiaSara RonSilver BruceMcGill
1716,BenStiller OwenWilson ChristineTaylor WillFerrell
1717,JulianneHough JoshDuhamel CobieSmulders DavidLyons
1718,BetteMidler SarahJessicaParker KathyNajimy OmriKatz
1719,CatherineZeta-Jones AaronEckhart AbigailBreslin PatriciaClarkson
1720,AaronTaylor-Johnson ChloëGraceMoretz ChristopherMintz-Plasse NicolasCage
1721,JesseEisenberg DannyMcBride AzizAnsari BiancaKajlich
1722,GerardButler ChristopherPlummer JonnyLeeMiller JustineWaddell
1723,SteveCarell JenniferGarner EdOxenbould DylanMinnette
1724,KeiraKnightley MatthewMacfadyen RosamundPike SimonWoods
1725,HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos
1726,LiamNeeson JessicaLange JohnHurt TimRoth
1727,KevinCostner AmberHeard HaileeSteinfeld ConnieNielsen
1728,JoaquinPhoenix EvaMendes AlexVeadov MarkWahlberg
1729,WinonaRyder BenChaplin SarahWynter PhilipBakerHall
1730,PhilippeLabro JacquesPerrin  
1731,LindsayLohan SamaireArmstrong ChrisPine MissiPyle
1732,RussellCrowe HankAzaria MaryMcCormack BurtReynolds
1733,AmberValletta LucasTill JackieChan BillyRayCyrus
1734,MartinShort KathleenTurner MaraWilson RobertPastorelli
1735,NatashaHenstridge IceCube JasonStatham CleaDuVall
1736,SandraBullock AnthonyMackie BillyBobThornton ZoeKazan
1737,LilyJames SamRiley JackHuston BellaHeathcote
1738,TenzinThuthobTsarong TenchoGyalpo TsewangMigyurKhangsar GyurmeTethong
1739,KelanPannell JanetteScott SimonPegg MeganFox
1740,AaronTaylor-Johnson ChloëGraceMoretz ChristopherMintz-Plasse ClarkDuke
1741,ViggoMortensen ElenaAnaya UnaxUgalde EduardFernández
1742,PaulWalker DavidBelle RZA RobertMaillet
1743,RogerMoore MaudAdams LouisJourdan KristinaWayborn
1744,SethRogen KatherineHeigl LeslieMann PaulRudd
1745,CameronDiaz AlecBaldwin AbigailBreslin JoanCusack
1746,MartinLawrence JamesEarlJones MargaretAvery JoyBryant
1747,JudyDavis AlecGuinness PeggyAshcroft JamesFox
1748,JudiDench CateBlanchett BillNighy JunoTemple
1749,OmarMetwally ReeseWitherspoon JakeGyllenhaal MoaKhouas
1750,WilliamShatner LeonardNimoy DeForestKelley JamesDoohan
1751,SandraBullock EllenBurstyn FionnulaFlanagan JamesGarner
1752,MorganFreeman AshleyJudd CaryElwes AlexMcArthur
1753,DanAykroyd JohnBelushi JamesBrown CabCalloway
1754,AlexisBledel AmberTamblyn AmericaFerrera BlakeLively
1755,QueenLatifah DollyParton KekePalmer JeremyJordan
1756,HughGrant NicholasHoult ToniCollette RachelWeisz
1757,BillPullman BridgetFonda OliverPlatt BrendanGleeson
1758,JoshHartnett BruceWillis LucyLiu MorganFreeman
1759,FredWard DennisQuaid EdHarris ScottGlenn
1760,JamieCampbellBower RhysIfans DavidThewlis JoelyRichardson
1761,BarretOliver GeraldMcRaney NoahHathaway DrumGarrett
1762,RufusSewell WilliamHurt KieferSutherland JenniferConnelly
1763,KeiraKnightley RalphFiennes AidanMcArdle SimonMcBurney
1764,FairuzaBalk NicolWilliamson JeanMarsh PiperLaurie
1765,MatthewMcConaughey SkeetUlrich EthanHawke VincentD'Onofrio
1766,RenéeZellweger JodelleFerland IanMcShane KerryO'Malley
1767,Carrie-AnneMoss AaronEckhart BenKingsley HarryLennix
1768,JohnCusack BobbyColeman AmandaPeet JoanCusack
1769,JessicaAlba MasonCook RowanBlanchard JoelMcHale
1770,GeorgeClooney JuliaRoberts JackO'Connell CaitrionaBalfe
1771,SamuelL.Jackson RobertCarlyle EmilyMortimer MeatLoaf
1772,RobertDeNiro PhilipSeymourHoffman BarryMiller ChrisBauer
1773,LLCoolJ JonnyLeeMiller KathrynMorris PatriciaVelásquez
1774,BruceWillis RobertDeNiro SeanPenn RobinWright
1775,MichaelCaine TildaSwinton JeremyNortham AlanBates
1776,JosephKaiser AmyCarson RenéPape LyubovPetrova
1777,KevinJames KeirO'Donnell JaymaMays RainiRodriguez
1778,JamieLeeCurtis LindsayLohan MarkHarmon HaroldGould
1779,SteveCarell CatherineKeener PaulRudd RomanyMalco
1780,JosephFiennes GwynethPaltrow GeoffreyRush TomWilkinson
1781,LiamNeeson DanStevens DavidHarbour BoydHolbrook
1782,ArnoldSchwarzenegger PenelopeAnnMiller PamelaReed LindaHunt
1783,SethRogen JamesFranco DannyMcBride GaryCole
1784,DrewBarrymore DougrayScott AnjelicaHuston MeganDodds
1785,KevinCostner RobertDuvall MichaelGambon MichaelJeter
1786,KieferSutherland JuliaRoberts KevinBacon WilliamBaldwin
1787,DirkBogarde JamesCaan MichaelCaine SeanConnery
1788,RachelMcAdams CillianMurphy BrianCox JaymaMays
1789,AliLarter A.J.Cook MichaelLandes TonyTodd
1790,GeorgeClooney JohnTurturro TimBlakeNelson JohnGoodman
1791,PaulBettany DennisQuaid KevinDurand KateWalsh
1792,MarkWahlberg DwayneJohnson AnthonyMackie TonyShalhoub
1793,TopherGrace ScarlettJohansson DennisQuaid MargHelgenberger
1794,JesseBradford PaulaGarcés RobinThomas FrenchStewart
1795,KevinKline ScottGlenn KevinCostner DannyGlover
1796,TobeyMaguire JakeGyllenhaal NataliePortman SamShepard
1797,FrankieMuniz AnthonyAnderson HannahSpearritt AlfieAllen
1798,RobertDeNiro KatherineHeigl AshtonKutcher CarlaGugino
1799,AngelinaJolie AntonioBanderas GregoryItzin JackThompson
1800,JohnCusack LukeEvans AliceEve BrendanGleeson
1801,RayRomano GeneHackman MarciaGayHarden MauraTierney
1802,ChristopherLambert MarioVanPeebles DeborahKaraUnger Mako
1803,JackNicholson StephenDorff JenniferLopez JudyDavis
1804,SigourneyWeaver SamNeill MonicaKeena GilBellows
1805,DanAykroyd HelenHunt WoodyAllen CharlizeTheron
1806,JakeGyllenhaal JessicaBiel JamesMarsden CatherineKeener
1807,ElijahWood PaulHogan JonathanBanks JasonFuchs
1808,RyanReynolds BenKingsley NatalieMartinez MatthewGoode
1809,RalphFiennes RachelWeisz DannyHuston BillNighy
1810,JimCaviezel MaiaMorgenstern MonicaBellucci RosalindaCelentano
1811,RobinWilliams SallyField PierceBrosnan HarveyFierstein
1812,DustinHoffman TomCruise ValeriaGolino GeraldR.Molen
1813,ClintEastwood ChristopherCarley BeeVang AhneyHer
1814,JoshBrolin ElizabethBanks EllenBurstyn IoanGruffudd
1815,LiamNeeson FamkeJanssen MaggieGrace KatieCassidy
1816,MichelleMonaghan JamesMarsden LianaLiberato LukeBracey
1817,WhitneyHouston KevinCostner MicheleLamarRichards RalphWaite
1818,LiamNeeson BenKingsley RalphFiennes CarolineGoodall
1819,EmmaStone ViolaDavis OctaviaSpencer BryceDallasHoward
1820,BenedictCumberbatch DanielBrühl AnthonyMackie DavidThewlis
1821,FreddiePrinzeJr. SarahMichelleGellar MatthewLillard LindaCardellini
1822,JasonFlemyng AlekseyChadov AgniyaDitkovskite YuriyTsurilo
1823,RobertEnglund KenKirzinger JasonRitter MonicaKeena
1824,KateBeckinsale CaraDelevingne DanielBrühl AvaAcres
1825,DebiDerryberry MeganCavanagh MarkDeCarlo JeffreyGarcia
1826,LizzyCaplan JessicaLucas OdetteAnnable MichaelStahl-David
1827,PaigeTurco DavidWarner MichelanSisti LeifTilden
1828,KevinCostner SeanConnery CharlesMartinSmith AndyGarcía
1829,TommyLeeJones JavierBardem JoshBrolin WoodyHarrelson
1830,IceCube KevinHart JohnLeguizamo BruceMcGill
1831,RenéeZellweger ColinFirth HughGrant GemmaJones
1832,JulietteBinoche AlfredMolina JohnnyDepp JudiDench
1833,ReeseWitherspoon SallyField ReginaKing JenniferCoolidge
1834,BillyCrystal BetteMidler MarisaTomei TomEverettScott
1835,NataliePortman AshtonKutcher KevinKline CaryElwes
1836,KurtRussell ValKilmer SamElliott BillPaxton
1837,JetLi Aaliyah IsaiahWashington RussellWong
1838,GregoryPeck LeeRemick DavidWarner BillieWhitelaw
1839,MaryElizabethWinstead RyanMerriman KrisLemche AlexzJohnson
1840,ZacEfron BlytheDanner TaylorSchilling JayR.Ferguson
1841,JoshHutcherson AnnaSophiaRobb RobertPatrick ZooeyDeschanel
1842,JohnnyDepp KateWinslet JulieChristie DustinHoffman
1843,TylerPerry AnnaMariaHorsford TikaSumpter EricLively
1844,LiamNeeson DermotMulroney FrankGrillo DallasRoberts
1845,RobertDeNiro DakotaFanning FamkeJanssen ElisabethShue
1846,WillFerrell ChristinaApplegate PaulRudd DavidKoechner
1847,RobertDeNiro RayLiotta JoePesci LorraineBracco
1848,FrankieMuniz HilaryDuff AngieHarmon KeithDavid
1849,EmmaThompson ColinFirth KellyMacdonald ThomasBrodie-Sangster
1850,AlPacino StevenBauer MichellePfeiffer MaryElizabethMastrantonio
1851,TimRobbins MartinLawrence JohnC.McGinley KellyPreston
1852,JohnLone PeterO'Toole JoanChen DennisDun
1853,MarkWahlberg KateBeckinsale BenFoster GiovanniRibisi
1854,ChrisTucker CharlieSheen HeatherLocklear PaulSorvino
1855,DanielDay-Lewis PaulDano DillonFreasier CiaránHinds
1856,LaceyChabert TomKane CreeSummer TimCurry
1857,E.G.Daily NancyCartwright KathSoucie DionneQuan
1858,EddieGriffin ChrisKattan DeniseRichards AunjanueEllis
1859,AmberTamblyn AlexisBledel AmericaFerrera BlakeLively
1860,JetLi BridgetFonda TchékyKaryo MaxRyan
1861,AnnaFaris EmmaStone KatDennings KatharineMcPhee
1862,QueenLatifah AliciaSilverstone AndieMacDowell AlfreWoodard
1863,JonHamm BillPaxton LakeBell SurajSharma
1864,JeffBridges MerylStreep BrentonThwaites OdeyaRush
1865,AmandaBynes ColinFirth KellyPreston JonathanPryce
1866,RayWise JonathanBreck GarikayiMutambirwa EricNenninger
1867,DaneCook JessicaAlba DanFogler ElliaEnglish
1868,JetLi DMX KellyHu AnthonyAnderson
1869,NicoleKidman JulianneMoore MerylStreep StephenDillane
1870,AmandaBynes ChanningTatum LauraRamsey VinnieJones
1871,RowanAtkinson MaxBaldry EmmadeCaunes WillemDafoe
1872,JohnnyMessner KaDeeStrickland MatthewMarsden NicholasGonzalez
1873,CliveOwen BillyCrudup MarionCotillard MilaKunis
1874,FreddieHighmore KeriRussell JonathanRhysMeyers TerrenceHoward
1875,CateBlanchett GeoffreyRush ChristopherEccleston JosephFiennes
1876,EdGale JenniferTilly BradDourif KatherineHeigl
1877,MartinBalsam SôYamamura JosephCotten TatsuyaMihashi
1878,VictoriaBeckham MelanieBrown EmmaBunton MelanieChisholm
1879,SamRockwell JonahHill MaxRecords AriGraynor
1880,ShoshanaBush DamonWayansJr. EssenceAtkins ChrisElliott
1881,TimRobbins MorganFreeman BobGunton ClancyBrown
1882,PaulHogan LindaKozlowski JereBurns JonathanBanks
1883,WoodyHarrelson RandyQuaid VanessaAngel BillMurray
1884,MarkWahlberg JohnGoodman BrieLarson MichaelKennethWilliams
1885,MerylStreep JuliaRoberts ChrisCooper EwanMcGregor
1886,MichelleTrachtenberg JoanCusack AmyStewart HaydenPanettiere
1887,AshtonKutcher AmandaPeet AimeeGarcia TarynManning
1888,TaronEgerton HughJackman ChristopherWalken AniaSowinski
1889,DenzelWashington RayAllen MillaJovovich RosarioDawson
1890,JohnnyDepp MarlonBrando FayeDunaway GéraldinePailhas
1891,AmandaSeyfried ChanningTatum HenryThomas RichardJenkins
1892,JeffreyDeanMorgan ZoeSaldana ChrisEvans IdrisElba
1893,KatieHolmes GuyPearce BaileeMadison AlanDale
1894,JetLi JasonStatham JohnLone DevonAoki
1895,AdamSandler EmilyWatson PhilipSeymourHoffman LuisGuzmán
1896,ScottMechlowicz JacobPitts MichelleTrachtenberg TravisWester
1897,StevenSeagal MorrisChestnut JaRule NiaPeeples
1898,LewisBlack WilmerValderrama TylerJamesWilliams DyllanChristopher
1899,MichaelJ.Fox KieferSutherland PhoebeCates JasonRobards
1900,MartinLandau JonathanTaylorThomas GenevièveBujold UdoKier
1901,ShiaLaBeouf StephenDillane JoshFlitter PeterFirth
1902,CameronDiaz JamesMarsden FrankLangella MichaelZegen
1903,ShawnAshmore JonathanTucker JenaMalone LauraRamsey
1904,Madonna RupertEverett BenjaminBratt MalcolmStumpf
1905,MaxThieriot JohnMagaro DenzelWhitaker ZenaGrey
1906,EmileHirsch ElishaCuthbert TimothyOlyphant JamesRemar
1907,Jean-ClaudeVanDamme NatashaHenstridge Jean-HuguesAnglade ZachGrenier
1908,JasonLee TomGreen LeslieMann DennisFarina
1909,TomHardy EmilyBrowning ChristopherEccleston DavidThewlis
1910,AndySamberg IslaFisher BillHader SissySpacek
1911,SaraPaxton ChrisCarmack JoelDavidMoore ChrisZylka
1912,EmilyWatson RobertCarlyle JoeBreen MichaelLegge
1913,KevinCostner JenniferGarner TomWelling SamElliott
1914,SteveRailsback PeterFirth FrankFinlay MathildaMay
1915,EvanRachelWood JamesMcAvoy KevinKline RobinWright
1916,EmileHirsch VictorRasuk RebeccaDeMornay JohnRobinson
1917,AntonioBanderas RodrigoSantoro JulietteBinoche JamesBrolin
1918,KurtRussell KimCattrall DennisDun JamesHong
1919,DianeKruger DanyBoon AlicePol RobertPlagnol
1920,TomHardy JenniferMorrison NickNolte JoelEdgerton
1921,LiamNeeson AidanQuinn StephenRea AlanRickman
1922,JeffDaniels TomBerenger MartinSheen SamElliott
1923,RyanPhillippe AbbieCornish JosephGordon-Levitt ChanningTatum
1924,KatieHolmes BenjaminBratt CharlieHunnam ZooeyDeschanel
1925,ClaireDanes KateBeckinsale BillPullman JacquelineKim
1926,JeffreyDeanMorgan NatashaCalis MadisonDavenport KyraSedgwick
1927,ShirleyMacLaine RickiLake BrendanFraser JaneKrakowski
1928,JamesMarsden KateBosworth AlexanderSkarsgård DominicPurcell
1929,RichardGere AlfredMolina MarciaGayHarden HopeDavis
1930,BrianBosworth LanceHenriksen WilliamForsythe ArabellaHolzbog
1931,ViggoMortensen KodiSmit-McPhee CharlizeTheron RobertDuvall
1932,TanyaRoberts TedWass DonovanScott ElizabethofToro
1933,NickCannon RoselynSánchez ShawnAshmore CheechMarin
1934,ChrisKlein HeatherGraham OrlandoJones SallyField
1935,AnthonyHopkins IainRea TessaMitchell AaronMurphy
1936,LoriPetty Ice-T NaomiWatts MalcolmMcDowell
1937,AnthonyAnderson JayMohr KellitaSmith BrookeD'Orsay
1938,JulianneMoore MarkRuffalo AliceBraga GaelGarcíaBernal
1939,KristannaLoken BenKingsley MichelleRodriguez MichaelMadsen
1940,KateWinslet JodieFoster ChristophWaltz JohnC.Reilly
1941,KevinBacon ColinFirth AlisonLohman DavidHayman
1942,EricaLinz IgorZaripov MattGillanders JasonBerrent
1943,BillyCrudup DonaldSutherland MonicaPotter JeremySisto
1944,ZacEfron ClaireDanes ChristianMcKay ImogenPoots
1945,GeoffreyRush JimSturgess SylviaHoeks DonaldSutherland
1946,NicolasCage EvaMendes ValKilmer FairuzaBalk
1947,YuriLowenthal GemmaArterton IsabelleFuhrman MelanieGriffith
1948,FrançoisCluzet MarionCotillard BenoîtMagimel GillesLellouche
1949,HelenMirren JoePesci SergioPeris-Mencheta GinaGershon
