,production_companies
943,"Village Roadshow Pictures,Thunder Road Pictures,Warner Bros.,Beacon Pictures,Jon Shestack Productions"
944,"Columbia Pictures,Castle Rock Entertainment,Malpaso Productions"
945,"Caravan Pictures,Hollywood Pictures,First Independent Films,Largo Entertainment,Scott Free Productions,Trap-Two-Zero Productions"
946,"PolyGram Filmed Entertainment,A&B Producoes,Popaganda Films"
947,"Silent Hill DCP Inc.,Davis-Films,TriStar Pictures,Konami"
948,Warner Bros.
949,Universal Pictures
950,"Regency Enterprises,Warner Bros."
951,"New Line Cinema,Village Roadshow Pictures,Broken Road Productions,RatPac-Dune Entertainment"
952,"Paramount Pictures,Eddie Murphy Productions"
953,"Amblin Entertainment,Warner Bros."
954,"Village Roadshow Pictures,Warner Bros.,Big Kid Pictures,Team Downey"
955,DreamWorks SKG
956,"Impact Pictures,Constantin Film Ltd."
957,"Miramax Films,Universal Pictures,Studio Canal,Working Title Films,Atlantic Television,Little Bird"
958,"Original Film,Monarch Pictures,Metro-Goldwyn-Mayer (MGM)"
959,Warner Bros.
960,Troublemaker Studios
961,Figment Films
962,"Touchstone Pictures,Beacon Pictures,Mandeville Films"
963,"Studio Babelsberg,Anarchos Productions,Legendary Pictures,Dark Castle Entertainment,Silver Pictures,Warner Bros.,Medienboard Berlin-Brandenburg,Deutsche Filmförderfonds (DFFF),Rocklock Films"
964,"Universal Pictures,Beacon Pictures"
965,"Columbia Pictures,Castle Rock Entertainment"
966,Twentieth Century Fox Film Corporation
967,"Amblin Entertainment,Malpaso Productions,Warner Bros.,Kennedy/Marshall Company, The"
968,"Castle Rock Entertainment,Warner Bros.,Schroeder Hoffman Productions"
969,"Silver Pictures,Canal+,Warner Bros.,Dino De Laurentiis Company,Donner/Shuler-Donner Productions,Evansgideon/Lazar"
970,"Ingenious Film Partners,ETIC Films,Quinta Communications,Dino De Laurentiis Company,Zephyr Films,Young Hannibal Productions,Carthago Films S.a.r.l."
971,"Universal Pictures,Castle Rock Entertainment"
972,"Nick Wechsler Productions,Open Road Films,Silver Reel,Chockstone Pictures"
973,"Intermedia Films,Krane Entertainment"
974,"Malpaso Productions,Warner Bros."
975,"Studio Babelsberg,Atlas Entertainment,Mosaic Media Group,X-Filme Creative Pool"
976,"Paramount Pictures,Rysher Entertainment"
977,Warner Bros. Animation
978,"Touchstone Pictures,American Empirical Pictures"
979,"Larger Than Life Productions,Vendian Entertainment,Route One Films"
980,"Mikona Productions GmbH & Co. KG,Universal Pictures,Intermedia Films,Saturn Films,Dirty Hands Productions"
981,"Revolution Studios,Bel Air Entertainment"
982,"Vertigo Entertainment,Energy Entertainment,RatPac-Dune Entertainment"
983,"BBC Films,Serendipity Point Films,Téléfilm Canada,Astral Media,Scion Films,Focus Features,Corus Entertainment,Shine Pictures,Kudos Film and Television"
984,"Columbia Pictures Corporation,Mandalay Pictures,Metro-Goldwyn-Mayer (MGM)"
985,"Columbia Pictures,Gaumont"
986,"Universal Pictures,Stuber Productions"
987,"Cliffjack Motion Pictures,Morgan Creek Productions"
988,"Warner Bros.,Arnold Kopelson Productions"
989,Twentieth Century Fox Film Corporation
990,"Hollywood Pictures,Cinergi Pictures Entertainment"
991,"River Road Entertainment,Participant Media"
992,"New Line Cinema,Davis-Films,Metropolitan Filmexport,Scott Free Productions,Domino 17521"
993,Paramount Pictures
994,"Lakeshore Entertainment,Lionsgate"
995,"Alcon Entertainment,Warner Bros.,Belle Pictures,3 Arts Entertainment"
996,"Senator Film Produktion,Mad Chance,Warner Bros.,Filmfour"
997,"Scott Rudin Productions,Red Hour Films"
998,"Shangri-La Entertainment,Material,Taormina Productions"
999,Columbia Pictures
1000,"Summit Entertainment,Saturn Films,Nu Image Films,Millennium Films,Michael De Luca Productions"
1001,"Twentieth Century Fox Film Corporation,Hyde Park Films"
1002,"Columbia Pictures,Revolution Studios,Hard Eight Pictures,Wonder works studios entertainment group"
1003,"Twentieth Century Fox Film Corporation,Silver Pictures"
1004,"Universal Pictures,Studio Canal,Working Title Films,Medienproduktion Prometheus Filmgesellschaft,Portobello Studios,Tightrope Pictures"
1005,"USA Films,Initial Entertainment Group (IEG),Bedford Falls Company, The,Compulsion Inc.,Splendid Medien AG"
1006,"Lucasfilm,Paramount Pictures"
1007,"Universal Pictures,Focus Features,Working Title Films"
1008,"Columbia Pictures,Media Rights Capital,Sony Pictures Entertainment (SPE),Alpha Core,Genre Films,Simon Kinberg Productions,LStar Capital,Ollin Studio"
1009,"Universal Pictures,Columbia Pictures Corporation"
1010,"Hofflund/Polone,Indelible Productions"
1011,
1012,"Village Roadshow Pictures,Atlas Entertainment,Warner Bros.,Village-A.M. Partnership,Coast Ridge,Junger Witt Productions"
1013,"Summit Entertainment,Scott Free Productions,Worldview Entertainment"
1014,"Paramount Pictures,Fireworks Pictures,Alphaville Films"
1015,"Intermedia Films,Lawrence Gordon Productions,Pathé Pictures International,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"
1016,"Miramax Films,Konrad Pictures"
1017,"Twentieth Century Fox Film Corporation,Regency Enterprises,KirchMedia"
1018,"Orion Pictures,PSO International,Totally Independent"
1019,"Tree Line Films,Lionsgate,Relativity Media,Yuma"
1020,"Twentieth Century Fox Film Corporation,M6 Films,Canal+,Grive Productions,EuropaCorp,Ciné+,M6,TSG Entertainment,Taken 3"
1021,"Universal Pictures,Jersey Films"
1022,Columbia Pictures Corporation
1023,Cracking the Earth Films
1024,Touchstone Pictures
1025,"Irish Dreamtime,Metro-Goldwyn-Mayer (MGM)"
1026,Columbia Pictures
1027,Orion Pictures
1028,"Mosfilm,Creative Unit of Writers & Cinema Workers,Unit Four"
1029,"Vanguard Films,Lionsgate,Odyssey,Nitrogen Studios Canada"
1030,"TriStar Pictures,NFH Productions"
1031,TriStar Pictures
1032,"Columbia Pictures,Revolution Studios,Roth-Arnold Productions"
1033,"Section Eight,Alcon Entertainment,Witt/Thomas Productions"
1034,"Paramount Pictures,Digital Image Associates"
1035,Warner Bros.
1036,Fox 2000 Pictures
1037,"Imagine Entertainment,Universal Pictures"
1038,Good Films
1039,"Metro-Goldwyn-Mayer (MGM),Unification Church,One Way Productions"
1040,"Universal Pictures,Amblin Entertainment,Hanna-Barbera Productions"
1041,"Twentieth Century Fox Film Corporation,M6 Films,Canal+,Grive Productions,EuropaCorp,Ciné+"
1042,"Dimension Films,Brad Grey Pictures"
1043,"Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Fortis Films"
1044,"New Line Cinema,Walden Media"
1045,Walt Disney Pictures
1046,Warner Bros.
1047,"Regency Enterprises,Alcor Films,Warner Bros."
1048,"Two Ton Films,Zadan / Meron Productions,Reiner / Greisman Productions"
1049,"Paramount Pictures,Mace Neufeld Productions"
1050,"New Line Cinema,Spring Creek Productions,BenderSpink,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"
1051,"Alcon Entertainment,Madhouse Entertainment,8:38 Productions"
1052,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Outlaw Productions (I),WV Films II"
1053,"DreamWorks SKG,Gran Via Productions"
1054,"Gold/Miller Productions,Wayans Bros. Entertainment,Dimension Films,Brad Grey Pictures"
1055,Walt Disney Pictures
1056,"New Line Cinema,Amen Ra Films,Imaginary Forces,Marvel Enterprises"
1057,"Paramount Pictures,MTV Films,Tollin/Robbins Productions"
1058,Paramount Pictures
1059,"Columbia Pictures Corporation,Middle Fork Productions,Iguana Producciones,Skylight Cinema Foto Art,St. Tropez Films,Cinema Line Film Corporation"
1060,"Jerry Bruckheimer Films,Touchstone Pictures"
1061,"Universal Pictures,DNA Films,StudioCanal,Working Title Films"
1062,"Walt Disney Pictures,Pixar Animation Studios"
1063,"Twentieth Century Fox Film Corporation,Underworld Entertainment"
1064,"Jerry Weintraub Productions,Warner Bros.,Iguana Producciones"
1065,"Regency Enterprises,Warner Bros."
1066,"Desilu Productions,Walden Productions"
1067,Universal Pictures
1068,"Spyglass Entertainment,Everyman Pictures,Hammer & Tongs,Touchstone Pictures"
1069,"Twentieth Century Fox Film Corporation,Davis Entertainment,Culver Studios"
1070,"Impact Pictures,Davis-Films,Constantin Film Produktion,Resident Evil Productions"
1071,"Happy Madison Productions,Karz Entertainment,Warner Bros.,Gulfstream Pictures"
1072,Paramount Pictures
1073,"Universal Pictures,David Foster Productions,Turman-Foster Company"
1074,"Paramount Pictures,Columbia Pictures Corporation,The Kennedy/Marshall Company"
1075,"Ixtlan,Relativity Media,Onda Entertainment"
1076,New Line Cinema
1077,"Universal Pictures,StudioCanal"
1078,"Playtone,Warner Bros.,Legendary Entertainment,DNA Productions"
1079,Dino De Laurentiis Company
1080,"Revolution Studios,Team Todd"
1081,"DreamWorks SKG,Scott Rudin Productions,BBC Films,Neal Street Productions,Evamere Entertainment,Goldcrest Pictures"
1082,"Donners' Company,Cheyenne Enterprises,Alcon Entertainment,Nu Image Entertainment GmbH,Millennium Films,Emmett/Furla Films,Equity Pictures Medienfonds GmbH & Co. KG III,16 Block Productions"
1083,"StudioCanal,M6 Films,Canal+,CinéCinéma,Babylon,Babylon Films Limited,M6,MNP Entreprise"
1084,"Warner Bros.,Seagal/Nasso Productions"
1085,Columbia Pictures Corporation
1086,"Twentieth Century Fox Film Corporation,Regency Enterprises,Josephson Entertainment,New Upstairs Productions,Upstairs Canada Productions"
1087,"Epsilon Motion Pictures,Franchise Pictures,Morgan Creek Productions,Clyde Is Hungry Films,Pledge Productions"
1088,"Sony Pictures,Gaumont Columbia Tristar Films"
1089,"Paramount Pictures,Village Roadshow Pictures,The Ladd Company"
1090,"Columbia Pictures,Miramax Films"
1091,"Hollywood Pictures,Cinergi Pictures Entertainment"
1092,"Studio Babelsberg,Runteam Ltd.,R.P. Productions,France 2 Cinéma"
1093,"Hollywood Pictures,Cinergi Pictures Entertainment,Calimari Productions"
1094,"Rai Cinema,40 Acres & A Mule Filmworks,Touchstone Pictures,On My Own"
1095,Beijing New Picture Film Co. Ltd.
1096,"Virtual Studios,Initial Entertainment Group,Saturn Films,International Production Company,Blue Star Pictures,Living Films,Bangkok Dangerous"
1097,Touchstone Pictures
1098,"New Line Cinema,Grosvenor Park Media Ltd."
1099,"Hollywood Pictures,Cinergi Pictures Entertainment"
1100,Universal Pictures
1101,"Threshold Entertainment,Lions Gate Family Entertainment"
1102,"GK Films,Warner Bros.,Smokehouse Pictures"
1103,Warner Bros.
1104,"Columbia Pictures,Original Film,Relativity Media,Madhouse Entertainment"
1105,"Propaganda Films,Warner Bros.,Baltimore Pictures"
1106,"TriStar Pictures,Carolco Pictures"
1107,Columbia Pictures Corporation
1108,"RKO Radio Pictures,Walt Disney Productions"
1109,"United Artists,The Criterion Collection"
1110,"Lakeshore Entertainment,Screen Gems"
1111,"Twentieth Century Fox Film Corporation,Davis Entertainment,Moving Picture Company (MPC),TSG Entertainment"
1112,"Fountainbridge Films,Laurence Mark Productions,Columbia Pictures Corporation,Finding Forrester Productions"
1113,Columbia Pictures
1114,"Canal Plus,Current Entertainment,Clubdeal,TF1 Films Production,EuropaCorp,Qian Yian International,Danny the Dog Prods Ltd."
1115,Konrad Pictures
1116,"Paramount Pictures,Mirage Enterprises,Davis Entertainment"
1117,"Universal Pictures,Marc Platt Productions,Relativity Media"
1118,"CBS Films,Millennium Films,Chartoff-Winkler Productions,Scared Productions,Nu Image Entertainment GmbH"
1119,"Columbia Pictures,Original Film,Stephen J. Cannell Productions,Relativity Media,Metro-Goldwyn-Mayer (MGM)"
1120,"Bookshop Productions,Notting Hill Pictures,Working Title Films,Polygram Filmed Entertainment"
1121,"DreamWorks SKG,Aardman Animations,DreamWorks Animation,Pathé"
1122,"Jersey Films,Loofah Productions"
1123,Paramount Pictures
1124,"Ingenious Film Partners,Ingenious Media,Twentieth Century Fox Film Corporation,Chernin Entertainment,Big Screen Productions,TSG Entertainment"
1125,"Twentieth Century Fox Film Corporation,MCL Films S.A.,Walwa Films S.A."
1126,"Columbia Pictures,Happy Madison Productions,Broken Road Productions"
1127,"Twentieth Century Fox Film Corporation,Regency Enterprises,Monarch Pictures,Epsilon Motion Pictures,New Regency Pictures,Manifest Film Company"
1128,"TriStar Pictures,Phoenix Pictures"
1129,Lakeshore Entertainment
1130,Universal Pictures
1131,Eon Productions
1132,"Appian Way,Warner Bros.,Random Films"
1133,"New Line Cinema,Industry Entertainment,Tribeca Productions,New Redemption Pictures"
1134,"Hollywood Pictures,Cinergi Pictures Entertainment,Allied Filmmakers,Walt Disney,Nintendo"
1135,"Saturn Films,Ascendant Pictures,Endgame Entertainment,Entertainment Manufacturing Company,Rising Star,Copag V"
1136,"Beijing New Picture Film Co. Ltd.,China Film Co-Production Corporation"
1137,"Lakeshore Entertainment,Sidney Kimmel Entertainment"
1138,"Columbia Pictures,Point Grey Pictures"
1139,Boram Entertainment Inc.
1140,"France 2 Cinéma,France 3 Cinéma,Epithète Films,France 3 (FR 3),Région Ile-de-France,France 2 (FR2),Orange Cinéma Séries,Tapioca Films,Warner Bros. Entertainment France"
1141,"Imagine Entertainment,Mikona Productions GmbH & Co. KG"
1142,"Pathé Films,Boréales"
1143,"Columbia Pictures Corporation,Escape Artists,Black and Blu Entertainment,Finestkind"
1144,"Living Films,Emperor Multimedia Group (EMG),Golden Port Productions Ltd."
1145,"Spyglass Entertainment,The Kennedy/Marshall Company,Hollywood Pictures,Barry Mendel Productions"
1146,"Summit Entertainment,Di Bonaventura Picture"
1147,"Ingenious Media,Dune Entertainment,Fox 2000 Pictures,Deuce Three Productions,Sunswept Entertainment,Red Hour Films"
1148,"Columbia Pictures Corporation,Jerry Weintraub Productions,Delphi Films"
1149,"Columbia Pictures,Atlas Entertainment,Annapurna Pictures"
1150,"Touchstone Pictures,Mandeville Films,Kurtzman/Orci"
1151,Paramount Pictures
1152,"Universal Pictures,Amblin Entertainment,U-Drive Productions"
1153,"Universal Pictures,TF1 Films Production,Canal+,EuropaCorp,Ciné+"
1154,"Focus Features,Trigger Street Productions,Michael De Luca Productions"
1155,Dimension Films
1156,"Regency Enterprises,Warner Bros."
1157,"Twentieth Century Fox Film Corporation,Robert Simonds Productions"
1158,"Universal Pictures,Weed Road Pictures,Herrick Entertainment,Leverage Management,Closest to the Hole Productions,Emmett/Furla Films,Envision Entertainment Corporation,Film 44,Foresight Unlimited,Hollywood Studios International,Spikings Entertainment"
1159,"Columbia Pictures Corporation,Parkway Productions"
1160,"New Line Cinema,Dune Entertainment,The Safran Company,Evergreen Media Group,warner bross Turkey,Soho VFX,Atomic Monster"
1161,"Columbia Pictures,Scott Rudin Productions,Relativity Media"
1162,"New Line Cinema,Flower Films (II),Internationale Filmproduktion Blackswan"
1163,Dimension Films
1164,"Konrad Pictures,Craven-Maddalena Films,Dimension Films"
1165,"Universal Pictures,Amblin Entertainment,U-Drive Productions"
1166,"Gary Sanchez Productions,Warner Bros."
1167,"American Zoetrope,Columbia Pictures Corporation,Osiris Films"
1168,"Columbia Pictures,Scott Rudin Productions,Easy There Tiger Productions"
1169,Warner Bros.
1170,"Paramount Pictures,Miramax Films,Timnick Films,Mirage Enterprises"
1171,"New Line Cinema,Universal Pictures,Conundrum Entertainment,Red Granite Pictures"
1172,"Walt Disney Pictures,Spyglass Entertainment,Vertigo Entertainment,Kennedy/Marshall Company, The,Mandeville Films,Winking Productions"
1173,"Waverly Films,Warner Bros."
1174,"Universal Pictures,Cube Vision,Will Packer Productions,Reel Chefs Catering"
1175,Morgan Creek Productions
1176,"Universal Pictures,Bristol Bay Productions,Baldwin Entertainment Group,Anvil Films"
1177,"Dimension Films,Troublemaker Studios,Miramax"
1178,"Columbia Pictures,Original Film,Kanzaman,Relativity Media,Art In Motion"
1179,"The Montecito Picture Company,De Line Pictures,Bernard Gayle Productions"
1180,Twentieth Century Fox Film Corporation
1181,"Camelot Productions,Canal Plus Group,Ixtlan Productions,Warner Bros."
1182,"Twentieth Century Fox Film Corporation,Regency Enterprises,Epsilon Motion Pictures,Firm Films,Deep River Productions,New Regency Pictures,Ed Friendly Productions,Runteldat Entertainment,Big Lou House Productions"
1183,"DreamWorks SKG,Newmarket Capital Group,Lawrence Bender Productions,Pistolero Productions LLC"
1184,"New Line Cinema,Offspring Entertainment"
1185,"Twentieth Century Fox Film Corporation,LBI Productions"
1186,"New Line Cinema,Practical Pictures,Parallel Zide"
1187,"DreamWorks SKG,Amblin Entertainment,Studio Babelsberg,Fox 2000 Pictures,Marc Platt Productions,Participant Media,Reliance Entertainment,TSG Entertainment"
1188,"Twentieth Century Fox Film Corporation,Davis Entertainment"
1189,"Universal Pictures,Spyglass Entertainment,Relativity Media,Apatow Productions"
1190,Miramax Films
1191,"Universal Pictures,Amblin Entertainment,DreamWorks Pictures"
1192,"New Line Cinema,Pull Down Your Pants Pictures,Todd McFarlane Entertainment"
1193,"Spyglass Entertainment,World 2000 Entertainment,Count of Monte Cristo Ltd.,Touchstone Pictures"
