,production_companies
1302,ColumbiaPictures HappyMadisonProductions SonyPicturesReleasing SonyPicturesEntertainment(SPE) LStarCapital HeyEddie
1303,EpsilonMotionPictures MorganCreekProductions TheCantonCompany AETwoFilmProductions AngelEyesProductions
1304,RegencyEnterprises Fox2000Pictures KopelsonEntertainment EpsilonMotionPictures AtchityEntertainmentInternational(AEI)
1305,BacFilms KinoVision OrlyFilms R.P.Productions VíaDigital ArtisanEntertainment OrigenProduccionesCinematograficasS.A. TF1FilmsProduction Canal+ Canal+España
1306,ColumbiaPictures CastleRockEntertainment SimianFilms
1307,BelAirEntertainment WarnerBros. RobertLawrenceProductions MetalProductionsInc. MaysvillePictures
1308,SmokewoodEntertainmentGroup
1309,HollywoodPictures LargoEntertainment ScottFreeProductions
1310,UniversalPictures Turman-FosterCompany
1311,OneRaceProductions RadarPictures RiddickCanadaProductions
1312,ParamountPictures PacificWestern RysherEntertainment
1313,DimensionFilms
1314,Playtone WaldenMedia
1315,GhoulardiFilmCompany TheWeinsteinCompany AnnapurnaPictures
1316,IngeniousFilmPartners DinodeLaurentiisCinematografica DinoDeLaurentiisCompany ZephyrFilms RedLionSarl CarthagoFilmsS.a.r.l.
1317,DavisEntertainment RelativityMedia IDEAFilmproduktions
1318,ColumbiaPictures GKFilms MaterialPictures LStarCapital
1319,NewLineCinema WarnerBros. Metro-Goldwyn-Mayer(MGM) ChartoffWinklerProductions
1320,LegendaryPictures GKFilms ThunderRoadPictures WarnerBros.
1321,AlconEntertainment Lionsgate PhoenixPictures WhattoExpectProductions
1322,MikeZossProductions StudioCanal RelativityMedia FocusFeatures WorkingTitleFilms
1323,WaldenMedia
1324,RevolutionFilms WorkingTitleFilms CrossCreekPictures ExclusiveMediaGroup DoubleNegative
1325,NewLineCinema GhoulardiFilmCompany TheMagnoliaProject
1326,WarnerBros.
1327,NewLineCinema FlowerFilms Metro-Goldwyn-MayerPictures
1328,AlconEntertainment ArcProductions
1329,SummitEntertainment MaverickFilms ImprintEntertainment GoldcrestPictures TempleHillEntertainment TwilightProductions
1330,NewLineCinema Burg/KoulesProductions EvolutionEntertainment
1331,ColumbiaPictures
1332,NewLineCinema BenderSpink HeydayFilms Newman/TooleyFilms VincentNewmanEntertainment SlapHappyProductions(II)
1333,ArtPicturesStudio Non-StopProductions TelekanalSTS PremiereStealthRights
1334,ParamountPictures DinoDeLaurentiisCompany SpellingFilms
1335,PSOInternational TaliaFilmIIProductions Woodcote
1336,UnitedArtists Metro-Goldwyn-Mayer(MGM) NewCrimeProductions
1337,AlconEntertainment ColorForce BoxingCatFilms St.PetersburgClearwaterFilmCommission
1338,DimensionFilms MartyKatzProductions
1339,"NewLineCinema Newman/TooleyFilms JosephNittoloEntertainment ""DIA""ProductionsGmbH&Co.KG"
1340,ScottRudinProductions VinylFilms
1341,ColumbiaPictures CastleRockEntertainment
1342,UniversalPictures TheKennedy/MarshallCompany
1343,NewLineCinema Contrafilm MidAtlanticFilms HungarianNationalFilmOffice LazioFilmCommission RomeFilmCommission ItalianTaxCredit
1344,ColumbiaPictures JerseyFilms
1345,UniversalPictures MutualFilmCompany TohoCompany BritishBroadcastingCorporation(BBC) Marubeni TeleMünchenFernsehProduktionsgesellschaft(TMG) Lobell/BergmanProductions
1346,StarzMedia StarzAnimation OdysseyEntertainment Studiopolis VanguardAnimation
1347,DreamWorksSKG 3ArtsEntertainment
1348,LegendaryPictures GreenHatFilms WarnerBros. IFPWestcoastErste
1349,NewLineCinema Eric'sBoy
1350,PolyGramFilmedEntertainment TheGuber-PetersCompany WarnerBros.
1351,
1352,SilverPictures WarnerBros.
1353,AlconEntertainment LeftTacklePictures Zucker/NetterProductions
1354,DimensionFilms TroublemakerStudios Miramax
1355,NewLineCinema RatEntertainment
1356,ParamountPictures ScottRudinProductions MikeZossProductions SkydanceProductions
1357,TwentiethCenturyFoxFilmCorporation DuneEntertainment MajorStudioPartners PeninsulaFilms Fox2000Pictures
1358,ParamountPictures
1359,StuberProductions AggregateFilms DumbDumb
1360,UniversalPictures AmblinEntertainment CappaProductions TribecaProductions
1361,ColumbiaPictures RelativityMedia
1362,UniversalPictures FujiTelevisionNetwork Dentsu ApatowProductions
1363,ColumbiaPictures RegencyEnterprises 3ArtsEntertainment TallTreesProductions
1364,MiramaxFilms TigerMothProductions
1365,RegencyEnterprises WolperOrganization WarnerBros.
1366,WaltDisneyPictures GunnFilms MaxStrongholdProductionsInc.
1367,ParamountPictures SpellingFilms
1368,Metro-Goldwyn-Mayer(MGM)
1369,NewLineCinema SmartEggPictures
1370,NewLineCinema AveryPix RadicalMedia KatiraProductionsGmbH&Co.KG Caro-McLeod
1371,UnitedArtistsCorporation
1372,WaltDisneyPictures FastTrackProductions MayhemPictures
1373,TheWeinsteinCompany ImagiAnimationStudios WarnerBros. MirageStudios ImagiProduction
1374,RevolutionStudios Tollin/RobbinsProductions
1375,CastleRockEntertainment ScreenGems OliveBridgeEntertainment
1376,UniversalPictures PerfectWorldPictures PointGreyPictures GoodUniverse
1377,WaltDisneyPictures BBCFilms RubyFilms EssentialMedia&Entertainment HopscotchFeatures
1378,JVCEntertainment 40Acres&AMuleFilmworks WarnerBros.
1379,ApatowProductions
1380,WaltDisneyPictures TapestryFilms
1381,LakeshoreEntertainment ScreenGems SketchFilms UW3FilmProductions
1382,VillageRoadshowPictures RobertSimondsProductions WarnerBros. PhoenixPictures Underground ProposalProductions
1383,ColumbiaPictures RevolutionStudios HappyMadisonProductions
1384,TeamTodd WarnerBros. UbuProductions
1385,TriStarPictures MarkJohnsonProductions PhoenixPictures BaltimorePictures
1386,ImpactPictures Davis-Films NewLegacy ConstantinFilmProduktion
1387,SLMProductionGroup Metro-Goldwyn-Mayer(MGM)
1388,MikeZossProductions TheJacobsonCompany TouchstonePictures
1389,DuneEntertainment FirmFilms CollisionEntertainment AbandonEntertainment FoxtorProductions DepthEntertainment
1390,RegencyEnterprises StrikeEntertainment NewRegencyPictures
1391,EscapeArtists CBSFilms
1392,AlconEntertainment WildOceanFilms 2SFilms
1393,TwentiethCenturyFoxFilmCorporation RegencyEnterprises EpsilonMotionPictures NewRegencyPictures RunteldatEntertainment Firm The
1394,ParamountPictures
1395,UniversalPictures Capcom
1396,BacFilms Canal+Polska HeritageFilms StudioBabelsberg AgencjaProdukcjiFilmowej BeverlyDetroit FilmFernsehFondsBayern FilmboardBerlin-Brandenburg(FBB) MainstreamS.A. R.P.Productions StudioCanal Filmförderungsanstalt(FFA) Canal+ InterscopeCommunications TelewizjaPolska(TVP) Runteam
1397,NewLineCinema SoundforFilm TempleHillEntertainment
1398,VillageRoadshowPictures DarkCastleEntertainment WarnerBros.
1399,ColumbiaPictures
1400,ImagineEntertainment MalpasoProductions WintergreenProductions
1401,RegencyEnterprises CastelFilmRomania ASAF NewRegencyPictures LunaPictures
1402,VillageRoadshowPictures NPVEntertainment WarnerBros. WVFilmsLLC Material
1403,TwentiethCenturyFoxFilmCorporation LawrenceGordonProductions DavisEntertainment SilverPictures
1404,LakeshoreEntertainment Cohen/PearlProductions ScreenGems
1405,NewLineCinema Forge MidnightSunPictures
1406,DinoDeLaurentiisCompany StarlingFilms
1407,MiramaxFilms BeverlyDetroit ViewAskewProductions CloseCallFilms
1408,SummitEntertainment
1409,WarnerBros. MalpasoCompany
1410,Emmett/FurlaFilms SilverPlaneFilms MassHysteriaEntertainment TriVisionPictures
1411,UniversalPictures ThreeStrangeAngels StudioCanal RelativityMedia WorkingTitleFilms
1412,JerseyFilms TwentiethCenturyFoxFilmCorporation
1413,TwentiethCenturyFoxFilmCorporation TenThirteenProductions DuneEntertainmentIII CryingBoxProductions
1414,World2000Entertainment EnchantedProductions
1415,ColumbiaPictures VillageRoadshowPictures ScottFreeProductions LStarCapital TheCantillonCompany TheShumanCompany
1416,LionsGateFilms VertigoEntertainment GothamGroup TailorMade MangoFarms QuickSixEntertainment
1417,VanguardFilms Scanbox
1418,ParamountPictures ScottRudinProductions Toho-Towa MutualFilmCompany BritishBroadcastingCorporation(BBC) Marubeni CurtisHansonProductions MFFFeatureFilmProductions
1419,DimensionFilms
1420,RegencyEnterprises InfernoInternational 1984PrivateDefenseContractors ClosesttotheHoleProductions NewRegencyPictures Emmett/FurlaFilms EnvisionEntertainmentCorporation BlackBearPictures LeverageCommunications
1421,Craven-MaddalenaFilms OuterbanksEntertainment DimensionFilms KalisProductionsGmbH&Co.ZweiteKG
1422,PariahEntertainmentGroup
1423,NewLineCinema WarnerBros. Metro-Goldwyn-Mayer(MGM) PacificStandard
1424,ParamountPictures MiramaxFilms MartyKatzProductions JaffilmsInc. DuneFilms BelhavenLimited
1425,SND
1426,UniversalPictures
1427,SummitEntertainment RobertSimondsProductions ParticipantMedia ImagenationAbuDhabiFZ FurryVengeanceProductions
1428,PicturesinParadise ScreenAustralia MediaDevelopmentAuthority(MDA) ScreenQueensland BaitProductions StoryBridgeFilms BlackmagicDesignFilms
1429,ColumbiaPicturesCorporation BarclaysMercantileIndustrialFinance
1430,Cruise/WagnerProductions UnitedArtists WildwoodEnterprises AndellEntertainment Metro-Goldwyn-Mayer(MGM) BratNaPontProductions
1431,ParamountPictures
1432,ColumbiaPicturesCorporation ApatowProductions
1433,MiramaxFilms
1434,MorganCreekProductions
1435,GKFilms
1436,StudioCanal DarkCastleEntertainment DonCarmodyProductions WarnerBros. CanadianFilmorVideoProductionTaxCredit(CPTC) OntarioMediaDevelopmentCorporation(OMDC) ManitobaFilmandVideoProductionTaxCredit McMurdo(Canada)Productions
1437,FoxSearchlightPictures PlanBEntertainment RiverRoadEntertainment
1438,TriStarPictures FilmWorkshop MDPWorldwide KnockFilmsA.V.V. ValD'OroEntertainment
1439,OpenRoadFilms QEDInternational AlbertS.RuddyProductions CraveFilms RothFilms
1440,TwentiethCenturyFoxFilmCorporation N1EuropeanFilmProduktionsGmbH&Co.KG BaumgartenMerimsProductions
1441,Lionsgate MHFZweiteAcademyFilm MarvelKnights ValhallaMotionPictures SGFEntertainment MuseEntertainment
1442,ColumbiaPictures RevolutionStudios
1443,TriStarPictures SonyPicturesEntertainment ImageMovers
1444,ChinaFilmCo-ProductionCorporation Metro-Goldwyn-Mayer(MGM) LawBrothersEntertainment IJLCreations
1445,Fox2000Pictures ScottFreeProductions
1446,ColumbiaPictures StonebridgeEntertainment Donner/Shuler-DonnerProductions
1447,HollywoodPictures
1448,FoxSearchlightPictures BavariaFilm
1449,EpsilonMotionPictures QuintaCommunications
1450,FalconInternationalProductions
1451,France2Cinéma HachettePremière Canal+
1452,UniversalPictures GoodMachine
1453,IkiruFilms ModProducciones TelevisiónEspañola(TVE) Menageatroz TelevisiódeCatalunya(TV3) FocusFeatures
1454,UltraFilms TF1FilmsProduction Canal+ TPSStar EuropaCorp A.J.O.Z.Films
1455,CapitolFilms
1456,IngeniousMedia TwentiethCenturyFoxFilmCorporation GothamGroup DaydayFilms TempleHillEntertainment TSGEntertainment
1457,StudioBabelsberg RegencyEnterprises EscapeArtists NewRegencyPictures
1458,ColumbiaPictures
1459,RegencyEnterprises WarnerBros. MuseEntertainmentEnterprises ProtozoaPictures NewRegencyPictures
1460,WarnerBros. MorganCreekProductions
1461,SaturnFilms NuImageFilms MillenniumFilms
1462,Fox2000Pictures TempleHillEntertainment
1463,NewLineCinema MadChance
1464,ColumbiaPictures
1465,EvilTwins Eclecticpictures MillenniumFilms
1466,DistantHorizons FilmAfrikaWorldwide VideovisionEntertainment Pathe OriginPictures
1467,BarclaysMercantileIndustrialFinance JRSProductions
1468,DavidBrownProductions
1469,VillageRoadshowPictures NPVEntertainment WarnerBros.
1470,TwentiethCenturyFoxFilmCorporation RegencyEnterprises
1471,StudioCanal nWavePictures IlluminataPictures Shout!Factory
1472,SummitEntertainment RegencyEnterprises BazelevsProduction TheJacobsonCompany NewRegencyPictures
1473,SummitEntertainment
1474,NewLineCinema
1475,UniversalPictures
1476,LionsGateFilms VIP3Medienfonds ValhallaMotionPictures MarvelEnterprises VIP2Medienfonds
1477,TouchstonePictures MilkshakeFilms Hargitay&HargitayPicturesinMotion
1478,LawrenceBenderProductions IMGlobal AutomatikEntertainment TriggerStreetProductions 87Eleven
1479,RegencyEnterprises Fox2000Pictures ArtLinsonProductions DogstarFilms TaurusFilm 3MilesApartProductionsLtd.
1480,Lucasfilm TwentiethCenturyFoxFilmCorporation
1481,RoguePictures IntrepidPictures ScionFilms MoonlightingFilms InternationaleFilmproduktionBlackbirdDritte CrystalSkyPictures
1482,StudioBabelsberg Filmförderanstalt(FFA) TheWeinsteinCompany FilmstiftungNordrhein-Westfalen MirageEnterprises Filmförderungsanstalt(FFA) MedienboardBerlin-Brandenburg DeutscheFilmförderfonds(DFFF) MitteldeutscheMedienförderung(MDM)
1483,RelativityMedia ApatowProductions AHotDog
1484,NewLineCinema Gold/MillerProductions GuyWalksintoaBarProductions
1485,TouchstonePictures
1486,WaltDisneyPictures
1487,ParamountPictures
1488,ParamountPictures NickelodeonMovies Black&WhiteProductions
1489,UniversalPictures RelativityMedia ApatowProductions
1490,ColumbiaPictures MandatePictures SonyPicturesEntertainment(SPE) PointGreyPictures
1491,FGMEntertainment Metro-Goldwyn-Mayer(MGM)
1492,Fox2000Pictures
1493,RainforestFilms
1494,MilleniumFilms TwoTonFilms
1495,TwentiethCenturyFoxFilmCorporation RegencyEnterprises NewRegencyPictures TheCollectiveStudios RunteldatEntertainment FriendlyFilms(II) FriendlyFilmsProductions
1496,TheMarkGordonCompany VendomePictures
1497,ParamountPictures TouchstonePictures
1498,NewLineCinema Contrafilm FirmFilms
1499,EpithèteFilms CrossCreekPictures TapiocaFilms
1500,ColumbiaPictures UniversalPictures A-Team
1501,DreamWorksSKG HydeParkEntertainment
1502,NewLineCinema DCComics BenderSpink
1503,CanalPlus TwentiethCenturyFoxFilmCorporation CurrentEntertainment TF1FilmProductions TPSStar EuropaCorp RevolutionSunStudios
1504,TriStarPictures
1505,NewLineCinema IrishDreamtime DeepRiverProductions InitialEntertainmentGroup(IEG)
1506,ParamountPictures TouchstonePictures DeFina-Cappa
1507,UniversalPictures StuberProductions Dentsu RelativityMedia
1508,RegencyEnterprises YorktownProductions WarnerBros.
1509,NewLineCinema Benderspink CarouselProductions
1510,WarnerBros.Pictures DavidKirschnerProductions TurnerFeatureAnimation
1511,TouchstonePictures
1512,WarnerBros. SectionEightProductions SunsetGowerStudios
1513,CarouselPictureCompany ApolloMediaDistribution RavenhouseEntertainment
1514,UnitedArtists ZoetropeStudios
1515,NewLineCinema OffspringEntertainment
1516,HollywoodPictures TheCharlieMopicCompany PolyGramFilmedEntertainment InterscopeCommunications
1517,Lionsgate BenderSpink MillenniumFilms FipexHolding CampbellGrobmanFilms CriminalProductions
1518,UniversalPictures MirageEntertainment
1519,ParamountPictures Parkes/MacDonaldProductions ImageMovers
1520,UnitedArtists EonProductions
1521,FoxSearchlightPictures ScottRudinProductions StudioBabelsberg IndianPaintbrush TSGEntertainment AmericanEmpiricalPictures
1522,CastleRockEntertainment
1523,AmblinEntertainment HollywoodPictures TangledWebProductions
1524,NewLineCinema
1525,NewLineCinema BenderSpink DavidDobkinProductions
1526,JerseyFilms Metro-Goldwyn-Mayer(MGM)
1527,MiramaxFilms ProducersCircle StorylineEntertainment
1528,ColumbiaPictures
1529,UniversalPictures Liveplanet Zide-PerryProductions
1530,PixarAnimationStudios
1531,TwentiethCenturyFoxFilmCorporation
1532,SpyglassEntertainment ScreenGems
1533,DoubleFeatureFilms CBSFilms
1534,WaltDisneyPictures JerryBruckheimerFilms TechnicalBlack RunItUpProductionsInc.
1535,ParamountPictures NinaSaxonFilmDesign MaceNeufeldProductions
1536,LauraZiskinProductions LeeDanielsEntertainment FollowThroughProductions SalamanderPictures PamWilliamsProductions WindyHillPictures
1537,TwentiethCenturyFoxFilmCorporation RedHourFilms MediastreamVierteFilmGmbH&Co.VermarktungsKG
1538,ParamountPictures OrionPictures ScottRudinProductions
1539,OEntertainment MorganCreekProductions
1540,WaltDisneyPictures BrownHouseProductions BottomoftheNinthProductions
1541,ScottRudinProductions
1542,NewLineCinema JunoPix CecchiGoriPictures
1543,WingNutFilms TriStarPictures KeyCreatives Block/Hanson CanadianFilmorVideoProductionTaxCredit(CPTC) TheDepartmentofTradeandIndustryofSouthAfrica QEDInternational ProvinceofBritishColumbiaProductionServicesTaxCredit District9 NewZealandPostDigitalandVisualEffectsGrant
1544,ParamountPictures NickelodeonMovies UnitedPlanktonPictures ParamountAnimation
1545,VillageRoadshowPictures MalpasoProductions NPVEntertainment WarnerBros.
1546,LakeshoreEntertainment MalpasoProductions EpsilonMotionPictures WarnerBros. AlbertS.RuddyProductions
1547,SpringCreekProductions WarnerBros. TribecaProductions BaltimorePictures
1548,NewLineCinema
1549,SpyglassEntertainment Fox2000Pictures DuneEntertainmentIII
1550,WaltDisneyPictures It'saLaughProductions MillarGoughInk
1551,ParamountPictures NickelodeonMovies ParamountAnimation
1552,ColumbiaPictures
1553,BedfordFallsProductions TriStarPictures Pangaea
1554,ParamountPictures RickshawProductions ColdSpringPictures MontecitoPictureCompany The DWStudios RightofWayFilms
1555,NewLineCinema AveryPix
1556,SummitEntertainment
1557,EndgameEntertainment FilmDistrict DMGEntertainment RamBergmanProductions
1558,ParamountPictures AlphavilleFilms
1559,UniversalPictures KennedyMillerProductions
1560,ColumbiaPictures MandatePictures EscapeArtists Management360 Metro-Goldwyn-Mayer(MGM)
1561,UniversalPictures ApatowProductions
1562,ParamountPictures DiBonaventuraPictures
1563,RelativityMedia Michaels-Goldwyn
1564,TwentiethCenturyFoxFilmCorporation FortisFilms
1565,DuneEntertainment RegencyEnterprises Fox2000Pictures DuneEntertainmentIII NewRegencyPictures SunriseEntertainment(II) BirideProductions
1566,ParamountPictures DeLinePictures
1567,ColumbiaPictures RevolutionStudios ThirteenProductions
1568,GravierProductions TelevisiódeCatalunya(TV3) VersátilCinema Mediapro PontchartrainProductions
1569,OpenRoadFilms GulfstreamPictures RedRoverInternational ToonBoxEntertainment
1570,NewLineCinema
