,0,title
829,SteveMartin EddieMurphy HeatherGraham ChristineBaranskiComedyfilmproducer filmdirector moviestudio hollywood filmmaking movieactressUniversalPicturesUnitedStatesofAmerica,Bowfinger
830,UmaThurman DavidCarradine DarylHannah MichaelMadsenAction Crime Thrillerbrotherbrotherrelationship swordplay katana motherrole rageandhate daughter rightandjustice single aftercreditsstinger duringcreditsstingerMiramaxFilms ABandApart SuperCoolManChuUnitedStatesofAmerica,Kill Bill: Vol. 2
831,SylvesterStallone KurtRussell TeriHatcher JackPalanceAction Adventure Comedyprisoner warondrugs losangelesWarnerBros.UnitedStatesofAmerica,Tango & Cash
832,MerylStreep BruceWillis GoldieHawn IsabellaRosselliniFantasy Comedyjealousy beauty immortality rivalry potion drinkingUniversalPicturesUnitedStatesofAmerica,Death Becomes Her
833,JackieChan OwenWilson LucyLiu XanderBerkeleyAdventure Action Comedy Westernprincess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcenturySpyglassEntertainment RogerBirnbaumProductions TouchstonePicturesHongKong UnitedStatesofAmerica,Shanghai Noon
834,KurtRussell StevenSeagal HalleBerry JohnLeguizamoAction Adventure Drama Thrillerbomb ransom hostage airplane hijacking terrorcell specialunit deception rescue covertoperation disaster shootout terrorism explosion violence surveillance nightvisiongoggles flightattendant intelligenceagent flashback handtohandcombat nervegasSilverPictures WarnerBros.UnitedStatesofAmerica,Executive Decision
835,JimCarrey CarlaGugino MadelineCarroll AngelaLansburyComedy Familytaxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstingerTwentiethCenturyFoxFilmCorporation DuneEntertainment DavisEntertainment DuneEntertainmentIIIUnitedStatesofAmerica,Mr. Popper's Penguins
836,JackieChan JetLi MichaelAngarano LiuYifeiAction Adventure Fantasytempel shaolin teenager urination staff warrior monkeykingCaseySilverProductions ChinaFilmCo-ProductionCorporation HuayiBrothers RelativityMediaChina UnitedStatesofAmerica,The Forbidden Kingdom
837,OwenWilson WoodyHarrelson AmyPoehler GeorgeTakeiAnimation Comedy Familyholiday thanksgiving freedom duringcreditsstinger 3dReelFXCreativeStudios RelativityMediaUnitedStatesofAmerica,Free Birds
838,SigourneyWeaver CharlesS.Dutton CharlesDance PetePostlethwaiteScienceFiction Action Horrorprison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorphTwentiethCenturyFoxFilmCorporation BrandywineProductionsUnitedKingdom UnitedStatesofAmerica,Alien³
839,Madonna AntonioBanderas JonathanPryce JimmyNailHistory Drama Musicprostitute deification dancehallhostess perónism argentinepresident risetopower singingnarrator soccerballHollywoodPictures CinergiPicturesEntertainmentUnitedStatesofAmerica Hungary,Evita
840,RobertDeNiro JeanReno NataschaMcElhone StellanSkarsgårdAction Thriller Crime Adventureparis france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoroundUnitedArtists FGMEntertainmentFrance UnitedKingdom UnitedStatesofAmerica,Ronin
841,MichaelDouglas ValKilmer TomWilkinson JohnKaniAdventureafrica lion bridge basedontruestory kenya animalattack lionattack colonialism swahiliConstellationFilms ParamountGermany UnitedStatesofAmerica,The Ghost and the Darkness
842,NicoleKidman PeterCapaldi BenWhishaw MichaelGambonFamily Comedyengland trainstation basedonnovel bear anthropomorphism talkingtoanimals children'sbookTheWeinsteinCompany StudioCanal TF1FilmsProduction Canal+ HeydayFilms Ciné+ AntonCapitalEntertainment(ACE) TF1 AmazonPrimeInstantVideoUnitedKingdom,Paddington
843,BenStiller VinceVaughn JonahHill RichardAyoadeComedyusa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighborIngeniousFilmPartners IngeniousMedia TwentiethCenturyFoxFilmCorporation DuneEntertainment 21LapsEntertainment DuneEntertainmentIII BigScreenProductions DownProductionsUnitedStatesofAmerica,The Watch
844,TommyLeeJones BeniciodelToro ConnieNielsen LeslieStefansonDrama Action Thriller Crimehunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolenceLakeshoreEntertainment AlphavilleFilmsUnitedStatesofAmerica,The Hunted
845,AnthonyHopkins CubaGoodingJr. DonaldSutherland MauraTierneyDrama Mystery Thrillerprison gorilla research instinct murder psychologistSpyglassEntertainment TouchstonePicturesUnitedStatesofAmerica,Instinct
846,MattDamon GregKinnear EvaMendes WenYannShihComedysex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siameseTwentiethCenturyFoxFilmCorporation ConundrumEntertainmentUnitedStatesofAmerica,Stuck on You
847,WillFerrell MauraTierney WoodyHarrelson DavidKoechnerComedysport basketball flintmichigan nba merger trade garbagecan canon ramp championship deadparentNewLineCinema Donners'Company MosaicMediaGroup RoadRebelUnitedStatesofAmerica,Semi-Pro
848,HughGrant BrendanGleeson JeremyPiven BrianBlessedAnimation Adventure Family Comedyrivalry stopmotion pirate aftercreditsstinger duringcreditsstingerColumbiaPictures AardmanAnimations SonyPicturesAnimationUnitedKingdom,The Pirates! In an Adventure with Scientists!
849,AngelinaJolie JeffreyDonovan JohnMalkovich GeoffPiersonCrime Drama Mysterycorruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticismImagineEntertainment MalpasoProductions RelativityMediaUnitedStatesofAmerica,Changeling
850,KeanuReeves MorganFreeman RachelWeisz FredWardAction Drama ScienceFiction Thrillerfbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstingerTwentiethCenturyFoxFilmCorporation ChicagoPacificEntertainment ZanuckCompany TheUnitedStatesofAmerica,Chain Reaction
851,RobertDeNiro WesleySnipes EllenBarkin JohnLeguizamoDrama Mystery Thrillersport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroomTriStarPictures MandalayEntertainmentUnitedStatesofAmerica,The Fan
852,GerardButler EmmyRossum PatrickWilson MirandaRichardsonThriller Drama Romancedancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger 1910sOdysseyEntertainment WarnerBros. ScionFilms ReallyUsefulFilmsUnitedKingdom UnitedStatesofAmerica,The Phantom of the Opera
853,CateBlanchett CliveOwen GeoffreyRush LaurenceFoxDrama History Romanceengland assassination spain virgin colony governance queenelizabethi religiouswar tudors execution middleages catholicism seabattle palaceintrigueUniversalPictures StudioCanal WorkingTitleFilmsUnitedKingdom,Elizabeth: The Golden Age
854,CharlizeTheron MartonCsokas JonnyLeeMiller SophieOkonedoAction ScienceFictionmartialarts dystopia surrealism basedoncartoon shootout espionage infertility cyberpunk extremeviolence sabotage oneagainstmany womandirector handtohandcombat actionheroine humancloning 25thcenturyParamountPictures LakeshoreEntertainment MTVFilms ColossalPictures ValhallaMotionPictures MTVProductionsUnitedStatesofAmerica,Æon Flux
855,StephenLang JeffDaniels RobertDuvall KevinConwayDrama History Warwar battle unionsoldier confederatesoldier americancivilwar secessionWarnerBros.Pictures TurnerPictures AntietamFilmworksUnitedStatesofAmerica,Gods and Generals
856,RayLiotta LaurenHolly BrendanGleeson HéctorElizondoAction Thriller Crimestewardess airplane shootout airmarshal christmas turbulenceMetro-Goldwyn-Mayer(MGM) RysherEntertainmentUnitedStatesofAmerica,Turbulence
857,EddieMurphy ThomasHadenChurch YaraShahidi RonnyCoxComedynanParamountPictures DiBonaventuraPictures NickelodeonMovies GoldcrestPictures InternationaleFilmproduktionStella-del-SudThirdUnitedStatesofAmerica,Imagine That
858,RickyGervais TyBurrell TinaFey SteveWhitmireComedy Adventure Crime Familymusical themuppetsBuenaVista DisneyUnitedStatesofAmerica,Muppets Most Wanted
859,BradyCorbet SorenFulton DeboraWeston LouHirschAction Adventure Comedy Family Fantasy ScienceFictionsecretorganization basedontvseries goldengatebridge locker oilrig  teenagehero soakedclothes thunderbirdsStudioCanal WorkingTitleFilms TracyFilmsUnitedKingdom France,Thunderbirds
860,Cher ChristinaAguilera EricDane CamGigandetDrama Romancemusical losangeles burlesque burlesquedancerBedfordFallsProductionsUnitedStatesofAmerica,Burlesque
861,AudreyTautou GaspardUlliel DominiquePinon ChantalNeuwirthDramaparis prostitute lossoflover amnesia bodilydisabledperson worldwari wheelchair brittany lighthouse verdun lighthousekeeper teenagecrush disappearance soldier illegalprostitution privatedetective missingperson polio trenchesGerberPictures 2003Productions TF1FilmsProduction Canal+ WarnerBros. RégionIle-de-France TapiocaFilms CentreNationaldelaCinématographie(CNC) RégionBretagne RégionPoitou-CharentesFrance,Un long dimanche de fiançailles
862,JamesMason SueLyon ShelleyWinters PeterSellersDrama Romancesexualobsession hotel depression lossofmother smalltown flirt midlifecrisis eroticism youngster lolita motel diary seduction forbiddenlove professorforliterature provocation fascination one-sidedlove widow adoptivefather lossofhusband summercamp secretloveSevenArtsProductions AlliedArtists TransworldPicturesUnitedKingdom UnitedStatesofAmerica,Lolita
863,SylvesterStallone CourtneyB.Vance TomBerenger CharlesS.DuttonAction Thrilleralcoholism serialkiller hospital policeofficer detoxUniversalPicturesUnitedStatesofAmerica,D-Tox
864,WesleySnipes KrisKristofferson RonPerlman LeonorVarelaFantasy Horror Action Thrillerkatana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntfaceNewLineCinema AmenRaFilms Milk&Honey ImaginaryForces JustinPictures LinovoProductionsGmbH&Co.KG PacificTitleandArtStudio MarvelEnterprisesGermany UnitedStatesofAmerica,Blade II
865,WillSmith RosarioDawson SarahJaneMorris WoodyHarrelsonDramavegetarian taxcollector pianist blind organtransplant bloodtypeColumbiaPictures EscapeArtists RelativityMedia OverbrookEntertainmentUnitedStatesofAmerica,Seven Pounds
866,SylvesterStallone SungKang SarahShahi AdewaleAkinnuoye-AgbajeAction Crime ThrillernanDarkCastleEntertainment AfterDarkFilms IMGlobal AutomatikEntertainment SilverReel EMJAGProductions MillarGoughInk HeadshotFilmsSwitzerland UnitedStatesofAmerica,Bullet to the Head
867,AlPacino DianeKeaton AndyGarcía TaliaShireCrime Drama Thrilleritaly christianity newyork assassination italo-american vatican pope confession helicopter daughter lawyerParamountPicturesItaly UnitedStatesofAmerica,The Godfather: Part III
868,OrlandoBloom KirstenDunst SusanSarandon AlecBaldwinComedy Drama Romancesuicide hotelroom suicideattempt newlove funeral airplane lovers fallinginloveParamountPictures Cruise/WagnerProductions VinylFilms KMPFilmInvestUnitedStatesofAmerica,Elizabethtown
869,KateHudson OwenWilson MattDillon MichaelDouglasComedy Romanceroommate loveofone'slife newlywedUniversalPictures Kaplan/PerroneEntertainment MMCBFilmProduktion2004UnitedStatesofAmerica,"You, Me and Dupree"
870,GeneHackman ChristopherReeve NedBeatty JackieCooperAction Adventure Fantasy ScienceFictionsavingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstingerWarnerBros. DovemeadFilms FilmExportA.G.UnitedKingdom UnitedStatesofAmerica,Superman II
871,BenAffleck JenniferLopez JustinBartha LainieKazanDramanewyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobsterCityLightFilms RevolutionStudios CaseySilverProductionsUnitedStatesofAmerica,Gigli
872,SeanPenn JudeLaw KateWinslet JamesGandolfiniDrama Thrillercorruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocratColumbiaPicturesCorporation RisingStar RelativityMedia PhoenixPictures VIP4MedienfondsUnitedStatesofAmerica,All the King's Men
873,SamuelL.Jackson JeffreyWright ChristianBale BustaRhymesAction Adventure Crime Thrillercorruption blackpeople italo-american brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobiaParamountPictures ScottRudinProductionsGermany UnitedStatesofAmerica,Shaft
874,MegRyan JohnCusack ChristopherLloyd AngelaLansburyAnimation Familytzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrainTwentiethCenturyFoxFilmCorporation FoxAnimationStudios FoxFamilyFilms TheBigGunProject LittleWolfEntertainmentUnitedStatesofAmerica,Anastasia
875,NicoleKidman EwanMcGregor JohnLeguizamo JimBroadbentDrama Music Romanceduke musical writer'sblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehallBazmarkFilms TwentiethCenturyFoxFilmCorporationAustralia UnitedStatesofAmerica,Moulin Rouge!
876,JohnTravolta VinceVaughn TeriPolo MattO'LearyMystery Thriller Crimemenace adoption dangerous adoptivefather threattodeath stepfather murder divorce ex-wife child murderhuntParamountPicturesUnitedStatesofAmerica,Domestic Disturbance
877,JohnnyDepp JoelEdgerton BenedictCumberbatch DakotaJohnsonCrime Dramaboston basedontruestory organizedcrimeInfinitumNihil HeadGearFilms CrossCreekPictures FreeStatePictures RatPac-DuneEntertainment LeGrisbiProductions VendianEntertainmentUnitedKingdom UnitedStatesofAmerica,Black Mass
878,RyanPhillippe AdamBeach JesseBradford JohnBenjaminHickeyWar Drama Historyworldwarii dyinganddeath pacific iwojima aftercreditsstinger duringcreditsstingerDreamWorksSKG AmblinEntertainment MalpasoProductions WarnerBros.UnitedStatesofAmerica,Flags of Our Fathers
879,JamieFoxx GerardButler ColmMeaney BruceMcGillDrama Crime Thrillertattoo secretpassage baseballbat deal explosion justice districtattorney courtroom vigilantismFilmDepartment The EvilTwins WarpFilmsUnitedStatesofAmerica,Law Abiding Citizen
880,KurtRussell ZoëBell RosarioDawson VanessaFerlitoThriller Action Horrorexploitation slasher zombie killerBigTalkProductions YerDeadProductions WeinsteinCompany The DimensionFilms TroublemakerStudios DartmouthInternational Eyetronics RodriguezInternationalPicturesUnitedStatesofAmerica,Grindhouse
881,OprahWinfrey DannyGlover ThandieNewton LisaGayHamiltonDrama ThrillernanHarpoFilms TouchstonePicturesUnitedStatesofAmerica,Beloved
882,EricBana DrewBarrymore RobertDuvall DebraMessingDrama Romancepoker sport lasvegasVillageRoadshowPictures LonelyFilmProductionsGmbH&Co.KG. DeuceThreeProductions DiNoviPictures WarnerBros.UnitedStatesofAmerica,Lucky You
883,LeonardoDiCaprio TomHanks ChristopherWalken MartinSheenDrama Crimeconman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestoryKempCompany SplendidPictures Parkes/MacDonaldProductionsUnitedStatesofAmerica,Catch Me If You Can
884,JessicaChastain JasonClarke MarkStrong JoelEdgertonThriller Drama Historyassassination cia hotel terrorist prisoner cardealer mossad van iraq pakistan osamabinladen manhunt navyseal fword femaleprotagonist gunfight raid violence textmessage monkey dog specialforces tiedup military area51 terroristgroup torturing womandirector alqaeda prisoncamp watertorture suicidebombing 21stcentury exspecialforces post9/11 helicoptercrash islamabadColumbiaPictures AnnapurnaPictures FirstLightProductionUnitedStatesofAmerica,Zero Dark Thirty
