,cast
1643,GregKinnear RebeccaRomijn RobertDeNiro CameronBright
1644,MandyMoore StarkSands TonyJayawardena JeremyPiven
1645,HaydenPanettiere BillHader JoanCusack PatrickWarburton
1646,RobertRedford JenniferLopez MorganFreeman BeccaGardner
1647,ChristopherPlummer HeathLedger JohnnyDepp JudeLaw
1648,PaulGiamatti DustinHoffman RosamundPike MinnieDriver
1649,BenAffleck GemmaArterton JustinTimberlake AnthonyMackie
1650,RyanPhillippe RachaelLeighCook TimRobbins ClaireForlani
1651,MatthewBroderick DenzelWashington CaryElwes MorganFreeman
1652,RobertDeNiro JamesWoods ElizabethMcGovern JoePesci
1653,ColinFarrell NoomiRapace TerrenceHoward DominicCooper
1654,AlPacino JeremyIrons JosephFiennes LynnCollins
1655,NickNolte TchékyKaryo NutsaKukhianidze MarcLavoine
1656,SteveHowey MikeVogel CameronRichardson SophiaBush
1657,EwanMcGregor RenéeZellweger EmilyWatson BarbaraFlynn
1658,CeciliaCheung LiuYe HongChen ChengQian
1659,JaimePressly DevonAoki HollyValance SarahCarter
1660,BradPitt CaseyAffleck SamShepard Mary-LouiseParker
1661,MaximeGodart ValérieLemercier KadMerad SandrineKiberlain
1662,JasonStatham MichaelAngarano MiloVentimiglia DominikGarcía-Lorido
1663,GerardButler MichelleMonaghan KathyBaker RichardGoteri
1664,ChristophMariaHerbst RalfSchmitz ThomasFritsch BastianPastewka
1665,JosephFiennes DennisHaysbert DianeKruger ShilohHenderson
1666,TimRoth SamNeill ThomasKretschmann GérardDepardieu
1667,NicoleKidman MiloVentimiglia PazVega TimRoth
1668,MaksimChukharyov KonstantinKhabenskiy MikhailGalustyan FyodorBondarchuk
1669,JohnMalkovich RayWinstone UweMansshardt HannsZischler
1670,SethRogen KristenWiig JonahHill BillHader
1671,AnnaKendrick RebelWilson HaileeSteinfeld BrittanySnow
1672,JoaquinPhoenix ReeseWitherspoon GinniferGoodwin RobertPatrick
1673,BenStiller EdwardNorton JennaElfman AnneBancroft
1674,JohnGoodman JimBroadbent CeliaImrie TomFelton
1675,MichaelSheen FrankLangella KevinBacon SamRockwell
1676,SamRockwell DrewBarrymore JuliaRoberts RutgerHauer
1677,MatthewPerry ElizabethHurley VincentPastore BruceCampbell
1678,MelissaMcCarthy PeterDinklage KristenBell KathyBates
1679,DenzelWashington KevinKline PenelopeWilton KateHardie
1680,LorenDean HopeDavis JasonLee AlfreWoodard
1681,BradDourif JenniferTilly BillyBoyd Redman
1682,AdrienBrody KeiraKnightley KrisKristofferson JenniferJasonLeigh
1683,ScottWeinger RobinWilliams LindaLarkin JonathanFreeman
1684,O'SheaJacksonJr. CoreyHawkins JasonMitchell NeilBrownJr.
1685,HarrisonFord KateCapshaw JonathanKeQuan AmrishPuri
1686,WhoopiGoldberg DavidSpade E.G.Daily TaraStrong
1687,MorganFreeman MonicaPotter MichaelWincott DylanBaker
1688,MerylStreep HughGrant RebeccaFerguson SimonHelberg
1689,AntonioBanderas SalmaHayek JohnnyDepp EvaMendes
1690,BruceWillis AlanRickman AlexanderGodunov BonnieBedelia
1691,SeannWilliamScott PaulRudd ElizabethBanks ChristopherMintz-Plasse
1692,ChristianBale SteveCarell RyanGosling BradPitt
1693,DemetriMartin ImeldaStaunton HenryGoodman LievSchreiber
1694,KurtRussell PatriciaClarkson NoahEmmerich SeanMcCann
1695,SarahPolley VingRhames JakeWeber MekhiPhifer
1696,JenniferLopez MatthewMcConaughey JustinChambers JoannaGleason
1697,GeneHackman AnjelicaHuston BenStiller GwynethPaltrow
1698,JohnCusack RayLiotta AmandaPeet JohnHawkes
1699,RobertDeNiro MorganFreeman MichaelDouglas KevinKline
1700,RogerMoore CaroleBouquet ChaimTopol Lynn-HollyJohnson
1701,JohnCusack KateBeckinsale JeremyPiven BridgetMoynahan
1702,Jean-ClaudeVanDamme MiaSara RonSilver BruceMcGill
1703,BenStiller OwenWilson ChristineTaylor WillFerrell
1704,JulianneHough JoshDuhamel CobieSmulders DavidLyons
1705,BetteMidler SarahJessicaParker KathyNajimy OmriKatz
1706,CatherineZeta-Jones AaronEckhart AbigailBreslin PatriciaClarkson
1707,AaronTaylor-Johnson ChloëGraceMoretz ChristopherMintz-Plasse NicolasCage
1708,JesseEisenberg DannyMcBride AzizAnsari BiancaKajlich
1709,GerardButler ChristopherPlummer JonnyLeeMiller JustineWaddell
1710,SteveCarell JenniferGarner EdOxenbould DylanMinnette
1711,KeiraKnightley MatthewMacfadyen RosamundPike SimonWoods
1712,HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos
1713,LiamNeeson JessicaLange JohnHurt TimRoth
1714,KevinCostner AmberHeard HaileeSteinfeld ConnieNielsen
1715,JoaquinPhoenix EvaMendes AlexVeadov MarkWahlberg
1716,WinonaRyder BenChaplin SarahWynter PhilipBakerHall
1717,PhilippeLabro JacquesPerrin  
1718,LindsayLohan SamaireArmstrong ChrisPine MissiPyle
1719,RussellCrowe HankAzaria MaryMcCormack BurtReynolds
1720,AmberValletta LucasTill JackieChan BillyRayCyrus
1721,MartinShort KathleenTurner MaraWilson RobertPastorelli
1722,NatashaHenstridge IceCube JasonStatham CleaDuVall
1723,SandraBullock AnthonyMackie BillyBobThornton ZoeKazan
1724,LilyJames SamRiley JackHuston BellaHeathcote
1725,TenzinThuthobTsarong TenchoGyalpo TsewangMigyurKhangsar GyurmeTethong
1726,KelanPannell JanetteScott SimonPegg MeganFox
1727,AaronTaylor-Johnson ChloëGraceMoretz ChristopherMintz-Plasse ClarkDuke
1728,ViggoMortensen ElenaAnaya UnaxUgalde EduardFernández
1729,PaulWalker DavidBelle RZA RobertMaillet
1730,RogerMoore MaudAdams LouisJourdan KristinaWayborn
1731,SethRogen KatherineHeigl LeslieMann PaulRudd
1732,CameronDiaz AlecBaldwin AbigailBreslin JoanCusack
1733,MartinLawrence JamesEarlJones MargaretAvery JoyBryant
1734,JudyDavis AlecGuinness PeggyAshcroft JamesFox
1735,JudiDench CateBlanchett BillNighy JunoTemple
1736,OmarMetwally ReeseWitherspoon JakeGyllenhaal MoaKhouas
1737,WilliamShatner LeonardNimoy DeForestKelley JamesDoohan
1738,SandraBullock EllenBurstyn FionnulaFlanagan JamesGarner
1739,MorganFreeman AshleyJudd CaryElwes AlexMcArthur
1740,DanAykroyd JohnBelushi JamesBrown CabCalloway
1741,AlexisBledel AmberTamblyn AmericaFerrera BlakeLively
1742,QueenLatifah DollyParton KekePalmer JeremyJordan
1743,HughGrant NicholasHoult ToniCollette RachelWeisz
1744,BillPullman BridgetFonda OliverPlatt BrendanGleeson
1745,JoshHartnett BruceWillis LucyLiu MorganFreeman
1746,FredWard DennisQuaid EdHarris ScottGlenn
1747,JamieCampbellBower RhysIfans DavidThewlis JoelyRichardson
1748,BarretOliver GeraldMcRaney NoahHathaway DrumGarrett
1749,RufusSewell WilliamHurt KieferSutherland JenniferConnelly
1750,KeiraKnightley RalphFiennes AidanMcArdle SimonMcBurney
1751,FairuzaBalk NicolWilliamson JeanMarsh PiperLaurie
1752,MatthewMcConaughey SkeetUlrich EthanHawke VincentD'Onofrio
1753,RenéeZellweger JodelleFerland IanMcShane KerryO'Malley
1754,Carrie-AnneMoss AaronEckhart BenKingsley HarryLennix
1755,JohnCusack BobbyColeman AmandaPeet JoanCusack
1756,JessicaAlba MasonCook RowanBlanchard JoelMcHale
1757,GeorgeClooney JuliaRoberts JackO'Connell CaitrionaBalfe
1758,SamuelL.Jackson RobertCarlyle EmilyMortimer MeatLoaf
1759,RobertDeNiro PhilipSeymourHoffman BarryMiller ChrisBauer
1760,LLCoolJ JonnyLeeMiller KathrynMorris PatriciaVelásquez
1761,BruceWillis RobertDeNiro SeanPenn RobinWright
1762,MichaelCaine TildaSwinton JeremyNortham AlanBates
1763,JosephKaiser AmyCarson RenéPape LyubovPetrova
1764,KevinJames KeirO'Donnell JaymaMays RainiRodriguez
1765,JamieLeeCurtis LindsayLohan MarkHarmon HaroldGould
1766,SteveCarell CatherineKeener PaulRudd RomanyMalco
1767,JosephFiennes GwynethPaltrow GeoffreyRush TomWilkinson
1768,LiamNeeson DanStevens DavidHarbour BoydHolbrook
1769,ArnoldSchwarzenegger PenelopeAnnMiller PamelaReed LindaHunt
1770,SethRogen JamesFranco DannyMcBride GaryCole
1771,DrewBarrymore DougrayScott AnjelicaHuston MeganDodds
1772,KevinCostner RobertDuvall MichaelGambon MichaelJeter
1773,KieferSutherland JuliaRoberts KevinBacon WilliamBaldwin
1774,DirkBogarde JamesCaan MichaelCaine SeanConnery
1775,RachelMcAdams CillianMurphy BrianCox JaymaMays
1776,AliLarter A.J.Cook MichaelLandes TonyTodd
1777,GeorgeClooney JohnTurturro TimBlakeNelson JohnGoodman
1778,PaulBettany DennisQuaid KevinDurand KateWalsh
1779,MarkWahlberg DwayneJohnson AnthonyMackie TonyShalhoub
1780,TopherGrace ScarlettJohansson DennisQuaid MargHelgenberger
1781,JesseBradford PaulaGarcés RobinThomas FrenchStewart
1782,KevinKline ScottGlenn KevinCostner DannyGlover
1783,TobeyMaguire JakeGyllenhaal NataliePortman SamShepard
1784,FrankieMuniz AnthonyAnderson HannahSpearritt AlfieAllen
1785,RobertDeNiro KatherineHeigl AshtonKutcher CarlaGugino
1786,AngelinaJolie AntonioBanderas GregoryItzin JackThompson
1787,JohnCusack LukeEvans AliceEve BrendanGleeson
1788,RayRomano GeneHackman MarciaGayHarden MauraTierney
1789,ChristopherLambert MarioVanPeebles DeborahKaraUnger Mako
1790,JackNicholson StephenDorff JenniferLopez JudyDavis
1791,SigourneyWeaver SamNeill MonicaKeena GilBellows
1792,DanAykroyd HelenHunt WoodyAllen CharlizeTheron
1793,JakeGyllenhaal JessicaBiel JamesMarsden CatherineKeener
1794,ElijahWood PaulHogan JonathanBanks JasonFuchs
1795,RyanReynolds BenKingsley NatalieMartinez MatthewGoode
1796,RalphFiennes RachelWeisz DannyHuston BillNighy
1797,JimCaviezel MaiaMorgenstern MonicaBellucci RosalindaCelentano
1798,RobinWilliams SallyField PierceBrosnan HarveyFierstein
1799,DustinHoffman TomCruise ValeriaGolino GeraldR.Molen
1800,ClintEastwood ChristopherCarley BeeVang AhneyHer
1801,LiamNeeson FamkeJanssen MaggieGrace KatieCassidy
1802,MichelleMonaghan JamesMarsden LianaLiberato LukeBracey
1803,WhitneyHouston KevinCostner MicheleLamarRichards RalphWaite
1804,LiamNeeson BenKingsley RalphFiennes CarolineGoodall
1805,EmmaStone ViolaDavis OctaviaSpencer BryceDallasHoward
1806,BenedictCumberbatch DanielBrühl AnthonyMackie DavidThewlis
1807,FreddiePrinzeJr. SarahMichelleGellar MatthewLillard LindaCardellini
1808,JasonFlemyng AlekseyChadov AgniyaDitkovskite YuriyTsurilo
1809,RobertEnglund KenKirzinger JasonRitter MonicaKeena
1810,KateBeckinsale CaraDelevingne DanielBrühl AvaAcres
1811,DebiDerryberry MeganCavanagh MarkDeCarlo JeffreyGarcia
1812,LizzyCaplan JessicaLucas OdetteAnnable MichaelStahl-David
1813,PaigeTurco DavidWarner MichelanSisti LeifTilden
1814,KevinCostner SeanConnery CharlesMartinSmith AndyGarcía
1815,TommyLeeJones JavierBardem JoshBrolin WoodyHarrelson
1816,IceCube KevinHart JohnLeguizamo BruceMcGill
1817,RenéeZellweger ColinFirth HughGrant GemmaJones
1818,JulietteBinoche AlfredMolina JohnnyDepp JudiDench
1819,ReeseWitherspoon SallyField ReginaKing JenniferCoolidge
1820,BillyCrystal BetteMidler MarisaTomei TomEverettScott
1821,NataliePortman AshtonKutcher KevinKline CaryElwes
1822,KurtRussell ValKilmer SamElliott BillPaxton
1823,JetLi Aaliyah IsaiahWashington RussellWong
1824,GregoryPeck LeeRemick DavidWarner BillieWhitelaw
1825,MaryElizabethWinstead RyanMerriman KrisLemche AlexzJohnson
1826,ZacEfron BlytheDanner TaylorSchilling JayR.Ferguson
1827,JoshHutcherson AnnaSophiaRobb RobertPatrick ZooeyDeschanel
1828,JohnnyDepp KateWinslet JulieChristie DustinHoffman
1829,TylerPerry AnnaMariaHorsford TikaSumpter EricLively
1830,LiamNeeson DermotMulroney FrankGrillo DallasRoberts
1831,RobertDeNiro DakotaFanning FamkeJanssen ElisabethShue
1832,WillFerrell ChristinaApplegate PaulRudd DavidKoechner
1833,RobertDeNiro RayLiotta JoePesci LorraineBracco
1834,FrankieMuniz HilaryDuff AngieHarmon KeithDavid
1835,EmmaThompson ColinFirth KellyMacdonald ThomasBrodie-Sangster
1836,AlPacino StevenBauer MichellePfeiffer MaryElizabethMastrantonio
1837,TimRobbins MartinLawrence JohnC.McGinley KellyPreston
1838,JohnLone PeterO'Toole JoanChen DennisDun
1839,MarkWahlberg KateBeckinsale BenFoster GiovanniRibisi
1840,ChrisTucker CharlieSheen HeatherLocklear PaulSorvino
1841,DanielDay-Lewis PaulDano DillonFreasier CiaránHinds
1842,LaceyChabert TomKane CreeSummer TimCurry
1843,E.G.Daily NancyCartwright KathSoucie DionneQuan
1844,EddieGriffin ChrisKattan DeniseRichards AunjanueEllis
1845,AmberTamblyn AlexisBledel AmericaFerrera BlakeLively
1846,JetLi BridgetFonda TchékyKaryo MaxRyan
1847,AnnaFaris EmmaStone KatDennings KatharineMcPhee
1848,QueenLatifah AliciaSilverstone AndieMacDowell AlfreWoodard
1849,JonHamm BillPaxton LakeBell SurajSharma
1850,JeffBridges MerylStreep BrentonThwaites OdeyaRush
1851,AmandaBynes ColinFirth KellyPreston JonathanPryce
1852,RayWise JonathanBreck GarikayiMutambirwa EricNenninger
1853,DaneCook JessicaAlba DanFogler ElliaEnglish
1854,JetLi DMX KellyHu AnthonyAnderson
1855,NicoleKidman JulianneMoore MerylStreep StephenDillane
1856,AmandaBynes ChanningTatum LauraRamsey VinnieJones
1857,RowanAtkinson MaxBaldry EmmadeCaunes WillemDafoe
1858,JohnnyMessner KaDeeStrickland MatthewMarsden NicholasGonzalez
1859,CliveOwen BillyCrudup MarionCotillard MilaKunis
1860,FreddieHighmore KeriRussell JonathanRhysMeyers TerrenceHoward
1861,CateBlanchett GeoffreyRush ChristopherEccleston JosephFiennes
1862,EdGale JenniferTilly BradDourif KatherineHeigl
1863,MartinBalsam SôYamamura JosephCotten TatsuyaMihashi
1864,VictoriaBeckham MelanieBrown EmmaBunton MelanieChisholm
1865,SamRockwell JonahHill MaxRecords AriGraynor
1866,ShoshanaBush DamonWayansJr. EssenceAtkins ChrisElliott
1867,TimRobbins MorganFreeman BobGunton ClancyBrown
1868,PaulHogan LindaKozlowski JereBurns JonathanBanks
1869,WoodyHarrelson RandyQuaid VanessaAngel BillMurray
1870,MarkWahlberg JohnGoodman BrieLarson MichaelKennethWilliams
1871,MerylStreep JuliaRoberts ChrisCooper EwanMcGregor
1872,MichelleTrachtenberg JoanCusack AmyStewart HaydenPanettiere
1873,AshtonKutcher AmandaPeet AimeeGarcia TarynManning
1874,TaronEgerton HughJackman ChristopherWalken AniaSowinski
1875,DenzelWashington RayAllen MillaJovovich RosarioDawson
1876,JohnnyDepp MarlonBrando FayeDunaway GéraldinePailhas
1877,AmandaSeyfried ChanningTatum HenryThomas RichardJenkins
1878,JeffreyDeanMorgan ZoeSaldana ChrisEvans IdrisElba
1879,KatieHolmes GuyPearce BaileeMadison AlanDale
1880,JetLi JasonStatham JohnLone DevonAoki
1881,AdamSandler EmilyWatson PhilipSeymourHoffman LuisGuzmán
1882,ScottMechlowicz JacobPitts MichelleTrachtenberg TravisWester
1883,StevenSeagal MorrisChestnut JaRule NiaPeeples
1884,LewisBlack WilmerValderrama TylerJamesWilliams DyllanChristopher
1885,MichaelJ.Fox KieferSutherland PhoebeCates JasonRobards
1886,MartinLandau JonathanTaylorThomas GenevièveBujold UdoKier
1887,ShiaLaBeouf StephenDillane JoshFlitter PeterFirth
1888,CameronDiaz JamesMarsden FrankLangella MichaelZegen
1889,ShawnAshmore JonathanTucker JenaMalone LauraRamsey
1890,Madonna RupertEverett BenjaminBratt MalcolmStumpf
1891,MaxThieriot JohnMagaro DenzelWhitaker ZenaGrey
1892,EmileHirsch ElishaCuthbert TimothyOlyphant JamesRemar
1893,Jean-ClaudeVanDamme NatashaHenstridge Jean-HuguesAnglade ZachGrenier
1894,JasonLee TomGreen LeslieMann DennisFarina
1895,TomHardy EmilyBrowning ChristopherEccleston DavidThewlis
1896,AndySamberg IslaFisher BillHader SissySpacek
1897,SaraPaxton ChrisCarmack JoelDavidMoore ChrisZylka
1898,EmilyWatson RobertCarlyle JoeBreen MichaelLegge
1899,KevinCostner JenniferGarner TomWelling SamElliott
1900,SteveRailsback PeterFirth FrankFinlay MathildaMay
1901,EvanRachelWood JamesMcAvoy KevinKline RobinWright
1902,EmileHirsch VictorRasuk RebeccaDeMornay JohnRobinson
1903,AntonioBanderas RodrigoSantoro JulietteBinoche JamesBrolin
1904,KurtRussell KimCattrall DennisDun JamesHong
1905,DianeKruger DanyBoon AlicePol RobertPlagnol
1906,TomHardy JenniferMorrison NickNolte JoelEdgerton
1907,LiamNeeson AidanQuinn StephenRea AlanRickman
1908,JeffDaniels TomBerenger MartinSheen SamElliott
1909,RyanPhillippe AbbieCornish JosephGordon-Levitt ChanningTatum
1910,KatieHolmes BenjaminBratt CharlieHunnam ZooeyDeschanel
1911,ClaireDanes KateBeckinsale BillPullman JacquelineKim
1912,JeffreyDeanMorgan NatashaCalis MadisonDavenport KyraSedgwick
1913,ShirleyMacLaine RickiLake BrendanFraser JaneKrakowski
1914,JamesMarsden KateBosworth AlexanderSkarsgård DominicPurcell
1915,RichardGere AlfredMolina MarciaGayHarden HopeDavis
1916,BrianBosworth LanceHenriksen WilliamForsythe ArabellaHolzbog
1917,ViggoMortensen KodiSmit-McPhee CharlizeTheron RobertDuvall
1918,TanyaRoberts TedWass DonovanScott ElizabethofToro
1919,NickCannon RoselynSánchez ShawnAshmore CheechMarin
1920,ChrisKlein HeatherGraham OrlandoJones SallyField
1921,AnthonyHopkins IainRea TessaMitchell AaronMurphy
1922,LoriPetty Ice-T NaomiWatts MalcolmMcDowell
1923,AnthonyAnderson JayMohr KellitaSmith BrookeD'Orsay
1924,JulianneMoore MarkRuffalo AliceBraga GaelGarcíaBernal
1925,KristannaLoken BenKingsley MichelleRodriguez MichaelMadsen
1926,KateWinslet JodieFoster ChristophWaltz JohnC.Reilly
1927,KevinBacon ColinFirth AlisonLohman DavidHayman
1928,EricaLinz IgorZaripov MattGillanders JasonBerrent
1929,BillyCrudup DonaldSutherland MonicaPotter JeremySisto
1930,ZacEfron ClaireDanes ChristianMcKay ImogenPoots
1931,GeoffreyRush JimSturgess SylviaHoeks DonaldSutherland
1932,NicolasCage EvaMendes ValKilmer FairuzaBalk
1933,YuriLowenthal GemmaArterton IsabelleFuhrman MelanieGriffith
1934,FrançoisCluzet MarionCotillard BenoîtMagimel GillesLellouche
1935,HelenMirren JoePesci SergioPeris-Mencheta GinaGershon
1936,JérômeDeschamps YolandeMoreau LouiseWallon ArthurDeschamps
1937,AnnaBolshova EvgenyMironov SergeyGarmash AleksandrBashirov
1938,MichaelFassbender CameronDiaz JavierBardem GoranVisnjic
1939,JamesPurefoy KateMara JasonFlemyng PaulGiamatti
1940,RodSteiger ChristopherPlummer OrsonWelles JackHawkins
1941,CamGigandet RachaelLeighCook ShaneWest BillPullman
1942,GlennClose JohnMalkovich MichellePfeiffer SwoosieKurtz
1943,GarrettHedlund SamRiley KristenStewart AmyAdams
1944,WilliamShatner LeonardNimoy DeForestKelley JamesDoohan
1945,SylvesterStallone BurtYoung MiloVentimiglia GeraldineHughes
1946,DavidArquette NeveCampbell CourteneyCox SarahMichelleGellar
1947,NataliePortman JoelEdgerton EwanMcGregor NoahEmmerich
1948,AdamBrody MichaelEaly JerryFerrara MeaganGood
1949,BruceWillis MatthewPerry RosannaArquette MichaelClarkeDuncan
1950,KevinBacon JohnLithgow DianneWiest ChrisPenn
1951,LukeWilson WillFerrell VinceVaughn EllenPompeo
1952,JeffBridges RobinWilliams MercedesRuehl AmandaPlummer
1953,JenniferLoveHewitt FreddiePrinzeJr. MekhiPhifer BrandyNorwood
1954,DavidDuchovny MinnieDriver CarrollO'Connor RobertLoggia
1955,SethRogen ElizabethBanks JenniferSchwalbachSmith JasonMewes
1956,RenéeZellweger MorganFreeman ChrisRock GregKinnear
1957,GeorgeClooney EwanMcGregor JeffBridges KevinSpacey
1958,OrlandoJones EddieGriffin GarcelleBeauvais GaryGrubbs
1959,WinonaRyder AngelinaJolie CleaDuVall BrittanyMurphy
1960,JoshDuhamel KateBosworth TopherGrace NathanLane
1961,SteveWhitmire DaveGoelz BillBarretta FrankOz
1962,DianaRoss MichaelJackson NipseyRussell TedRoss
1963,DavidArquette ScottCaan OliverPlatt RoseMcGowan
1964,AntonioBanderas WoodyHarrelson LolitaDavidovich TomSizemore
1965,SarahJessicaParker PierceBrosnan SarahShahi BusyPhilipps
1966,ElisabethShue AdamScott JerryO'Connell StevenR.McQueen
1967,KevinSpacey KateBosworth JohnGoodman BobHoskins
1968,PaulWalker JohnAshton DennisHopper EricBraeden
1969,VincentPrice AnthonyQuayle SeanConnery JoanSims
1970,GabrielByrne F.MurrayAbraham KathyBates RobertDeNiro
1971,DwayneJohnson BillyBobThornton MaggieGrace CarlaGugino
1972,JesseEisenberg WoodyHarrelson EmmaStone AbigailBreslin
1973,AdamSandler KathyBates FairuzaBalk HenryWinkler
1974,MarkHamill HarrisonFord CarrieFisher BillyDeeWilliams
1975,WillSmith MartinLawrence TéaLeoni TchékyKaryo
1976,LeslieNielsen PriscillaPresley GeorgeKennedy O.J.Simpson
1977,DevonSawa AliLarter KerrSmith TonyTodd
1978,RyanGosling GeorgeClooney PhilipSeymourHoffman PaulGiamatti
1979,VinDiesel RadhaMitchell ColeHauser LewisFitz-Gerald
1980,AshleyJudd GregKinnear HughJackman MarisaTomei
1981,JoaquinPhoenix ScarlettJohansson RooneyMara AmyAdams
1982,SteveZahn PaulWalker LeeleeSobieski JessicaBowman
1983,AneurinBarnard MichaelSheen LenaHeadey SamNeill
1984,SusanSarandon NataliePortman HartBochner EileenRyan
1985,RichardDreyfuss BurtReynolds DanHedaya SeymourCassel
1986,GinaCarano EwanMcGregor MichaelFassbender BillPaxton
1987,LorraineGary LanceGuest MarioVanPeebles MichaelCaine
1988,DianeKeaton MerylStreep LeonardoDiCaprio RobertDeNiro
1989,IceCube KekePalmer TashaSmith JillMarieJones
1990,RalphFiennes StephenRea JulianneMoore JamesBolam
1991,MickeyRourke DonJohnson ChelseaField DanielBaldwin
1992,TommyLeeJones CharlizeTheron SusanSarandon FrancesFisher
1993,AudreyTautou BenoîtPoelvoorde AlessandroNivola MarieGillain
1994,DemiMoore KieferSutherland DonaldSutherland BrianCox
1995,MichellePfeiffer KathyBates RupertFriend FelicityJones
1996,ReeseWitherspoon JamesPurefoy JonathanRhysMeyers RomolaGarai
1997,JohnCusack SamuelL.Jackson MaryMcCormack JasmineJessicaAnthony
1998,MelBrooks RickMoranis BillPullman DaphneZuniga
1999,RussellCrowe OlgaKurylenko YılmazErdoğan CemYılmaz
