,0,titles,urls
893,AudreyTautou MathieuKassovitz Rufus JamelDebbouzeComedy Romanceparis lovetriangle ghosttrain sex-shop shyness montmartre daughter gardengnome journeyroundtheworld photographyFrance3Cinéma ClaudieOssardProductions MMCIndependent Canal+ TapiocaFilms SoficaSofinergie5 VictoiresProductions FilmstiftungNordrhein-Westfalen UnionGénéraleCinématographique(UGC)France Germany,le fabuleux destin d'amélie poulain,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.knzj21yj3gPvKnoOmX_yJAHaEK%26pid%3D15.1&f=1
894,AshleyOlsen Mary-KateOlsen EugeneLevy AndyRichterComedytwinsister musicvideo geek vacation university teencomedy womandirectorDiNoviPictures DualstarProductions WarnerBros.UnitedStatesofAmerica,new york minute,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.obIV0Q94irhDJIVL6Wi-ugAAAA%26pid%3D15.1&f=1
895,JudeLaw MarisaTomei OmarEpps JaneKrakowskiComedynewyork cheating flirt lover olderwomanseducesyoungerguy playboyParamountPictures PatalexProductionsUnitedKingdom UnitedStatesofAmerica,alfie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.VH0GwsndRikGiZeMopzz7wHaLH%26pid%3D15.1&f=1
896,DrewBarrymore JohnKrasinski KristenBell VinessaShawAdventure Drama Romancewhale alaska aftercreditsstinger duringcreditsstinger greenpeace animalprotectionUniversalPictures AnonymousContent WorkingTitleFilmsUnitedKingdom UnitedStatesofAmerica,big miracle,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.bdWFW8e8sACSaPfr1QMofQAAAA%26pid%3D15.1&f=1
897,MichellePfeiffer TreatWilliams WhoopiGoldberg JonathanJacksonDrama Mysterykidnapping boy reunionColumbiaPicturesCorporation MandalayEntertainmentUnitedStatesofAmerica,the deep end of the ocean,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.T6Llqy6Zc9N3o_bcP3q5BwAAAA%26pid%3D15.1&f=1
898,StephenDorff NataschaMcElhone StephenRea UdoKierHorror Thrillerraceagainsttime psychopath homepage cop doctor spirit killer voyeurismMilagroFilms FranchisePictures DoRoFictionFilm SignaturePictures ApolloMediaDistribution CarouselPictureCompany The LuxembourgFilmFund FilmyardUnderwaterdecoGermany Luxembourg UnitedKingdom UnitedStatesofAmerica,feardotcom,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PVbBzYO2IPUkUfK8dRkPFwHaK7%26pid%3D15.1&f=1
899,JohnC.Reilly JoshHutcherson ChrisMassoglia PatrickFugitAdventure Fantasy Action Thrillervampire spider wolfman stew bestfriend antidote basedonyoungadultnovelUniversalPicturesUnitedStatesofAmerica,cirque du freak: the vampire's assistant,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.9I0SYFxwBTVgY7MhxPsyJQAAAA%26pid%3D15.1&f=1
900,BenStiller DrewBarrymore EileenEssell AmberVallettaAction Comedy ThrillernanMiramaxFilms FlowerFilmsGermany UnitedStatesofAmerica,duplex,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.nKgAeX9NHyS5hMLF3Zr_ywHaKk%26pid%3D15.1&f=1
901,SamuelL.Jackson BernieMac SharonLeal AdamHerschmanComedy MusicduringcreditsstingerDimensionFilmsUnitedStatesofAmerica,soul men,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Sl0j5hPtNSdf6FBJksiVdgHaLH%26pid%3D15.1&f=1
902,M.EmmetWalsh RichardJordan DavidSelby AnneArcherAction Drama ThrillernanITCEntertainmentUnitedKingdom,raise the titanic,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Qhv8EYjdgBcrL0bssywDYAHaLq%26pid%3D15.1&f=1
903,Jean-ClaudeVanDamme KianaTom BillGoldberg MichaelJaiWhiteAction ScienceFictionsupercomputer computerprogram destiny timebombTriStarPictures Baumgarten-ProphetEntertainmentUnitedStatesofAmerica,universal soldier: the return,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.11pfWoY-GcoXNx9n4M07CwAAAA%26pid%3D15.1&f=1
904,BenFoster DennisQuaid CamGigandet AntjeTraueAction Horror Mystery ScienceFiction Thrillerdystopia spaceship survival missionImpactPictures ConstantinFilmProduktionGermany UnitedKingdom,pandorum,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.r0y1glWg-9rqIcbdDexGWQAAAA%26pid%3D15.1&f=1
905,GarySinise MadeleineStowe MekhiPhifer VincentD'OnofrioAction ScienceFiction Thrillerandroid alienDimensionFilms MartyKatzProductions MojoFilms PKPicturesUnitedStatesofAmerica,impostor,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.z_19Kjb5iOUP3QAJbyYLegAAAA%26pid%3D15.1&f=1
906,DevonSawa BridgetteWilson RufusSewell RupertGravesAction Adventure Drama ThrillerskiParamountPictures ExtremeProductions ApolloMediaDistributionUnitedStatesofAmerica,extreme ops,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.eICu9S6N9wtZP-xKbaMJywAAAA%26pid%3D15.1&f=1
907,JeanReno ChristinaApplegate ChristianClavier MattRossComedy Fantasy ScienceFictiontimetravel remake alternatehistory dragon remakeoffrenchfilm alternatetimeline flatulenceGaumont HollywoodPictures BruinGripServicesFrance UnitedStatesofAmerica,just visiting,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP._67HHe7CE03MsB8eQovJYwHaK9%26pid%3D15.1&f=1
908,CillianMurphy RoseByrne ChrisEvans MichelleYeohScienceFiction Thrillersavingtheworld bomb sun spacemarine sunlight solarenergy spacemission earth expirationDNAFilms IngeniousFilmPartners UKFilmCouncil MovingPictureCompany(MPC)UnitedKingdom UnitedStatesofAmerica,sunshine,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.UuZdJynMAQhgKrOnIPnu1gAAAA%26pid%3D15.1&f=1
909,EddieMurphy AllisonJanney CliffCurtis ClarkDukeDrama Comedyliar literaryagentParamountPictures DreamWorksSKG SaturnFilms VarsityPicturesUnitedStatesofAmerica,a thousand words,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.s7de2JO8gcT02xKJVYpd3AAAAA%26pid%3D15.1&f=1
910,FreddiePrinzeJr. JenniferLoveHewitt ValKilmer AnneBancroftAdventure Fantasy Animation Comedy ScienceFiction FamilynanFathomStudios ElectricEyeEntertainmentCorporationUnitedStatesofAmerica,delgo,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.CxI1VFlXOsPYizydwYxo_gAAAA%26pid%3D15.1&f=1
911,SeanPenn JasmineTrinca JavierBardem RayWinstoneAction Drama Crimeassassin hitmanStudioCanal SilverPictures TF1FilmsProduction Canal+ InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) NostromoPictures AntonCapitalEntertainment(ACE) InstitutCatalàdelesEmpresesCulturals(ICEC) ProneGunman AmazonPrimeInstantVideo ProneGunmanA.I.E.France Spain UnitedKingdom UnitedStatesofAmerica,the gunman,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Wllif-IRNP3XuZerywctugAAAA%26pid%3D15.1&f=1
912,AlexPettyfer SarahBolger EwanMcGregor RobbieColtraneAdventure Action Familyengland secretintelligenceservice childhero wretch teenspy basedonyoungadultnovelIsleofManFilm WeinsteinCompany The SamuelsonProductionsGermany UnitedKingdom UnitedStatesofAmerica,stormbreaker,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.pTLQA83bcvmhl_Fq9kRPIQAAAA%26pid%3D15.1&f=1
913,ShiaLaBeouf SarahRoemer Carrie-AnneMoss DavidMorseThriller Drama Mysterykidnapping youngpeopleParamountPictures DreamWorksSKG ColdSpringPictures MontecitoPictureCompany TheUnitedStatesofAmerica,disturbia,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.yR95c3_WM8mFLxZCoHwzsgAAAA%26pid%3D15.1&f=1
914,JonnyLeeMiller AngelinaJolie JesseBradford MatthewLillardAction Crime Thriller Dramafemalenudity hacker nudity computervirus virtualreality computer sexualfantasy prank internet cyberpunk teenager newyorkcity secretservice computerhacker dreamsequenceUnitedArtists SuftleyUnitedStatesofAmerica,hackers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.w--D-4kHtZMnVGmJH0MSwwHaLH%26pid%3D15.1&f=1
915,RichardGere TerrenceHoward JamesBrolin DianeKrugerAction Adventure Thriller Dramacivilwar spy hotel journalist journalism warcrimes hiddencamera warvictim warcorrespondent war balkanwar serbiaIntermediaFilmsBosniaandHerzegovina UnitedStatesofAmerica,the hunting party,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.X5zmv8cX2iwZUdURahDuNAHaOG%26pid%3D15.1&f=1
916,TimRobbins JenniferJasonLeigh PaulNewman CharlesDurningComedy Dramasuicide newyork corruption journalist inventor undercover toy plan boss investigation company industry party money board stocksPolyGramFilmedEntertainment SilverPictures WarnerBros. WorkingTitleFilms PolyGramFilmproduktionGermany UnitedKingdom UnitedStatesofAmerica,the hudsucker proxy,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.hoCFXz3IOmZ6Y5m3JJLrlgAAAA%26pid%3D15.1&f=1
917,KunoBecker JayHernandez JasonScottLee DoskhanZholzhaksynovAction History WarnanWildBunch Ibrus KazakhfilmStudios TrueStoryProductionFrance Kazakhstan,nomad,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.gOLBfELhb82lxWoMB9UFYwHaKi%26pid%3D15.1&f=1
918,ChrisEvans SongKang-ho EdHarris JohnHurtAction ScienceFiction Dramafathersonrelationship childlabour brothel winter allegory bridge post-apocalyptic dystopia hijackingoftrain basedoncomicbook dam rifle pregnant train violence basedongraphicnovel guilt revolt duplicity tunnel socialclass populationcontrol perpetualwinter cityruinCJEntertainment OpusPictures StillkingFilms SnowPiercer MohoFilmSouthKorea France CzechRepublic UnitedStatesofAmerica,snowpiercer,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.R4hMnTM1_REr6j22B7tUbwHaKf%26pid%3D15.1&f=1
919,Prabhas RanaDaggubati TamannaBhatia AnushkaShettyAction Adventure War Historykingdom war bollywood medievalindia ancientindiaArkaMediaWorksIndia,baahubali: the beginning,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.G2mrVH4tXC-GE6gvTsxQ3AHaHa%26pid%3D15.1&f=1
920,EricBana RachelMcAdams MichelleNolden ArlissHowardDrama Romance Fantasychicago sex basedonnovel nudity diary future time timetravel marriage love romance travel tragiclove relationship timetraveler complicationNewLineCinema PlanBEntertainment NickWechslerProductions InternationaleScarenaFilmproduktionsgesellschaft2UnitedStatesofAmerica,the time traveler's wife,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.BgVi8_XED8xDbYkapqgD_AHaEx%26pid%3D15.1&f=1
921,DianeKeaton MandyMoore GabrielMacht TomEverettScottComedymother guitar sistersisterrelationship profession newlove architect motherrole lonelyheartsad men clothing single motherdaughterrelationship losangeles fashion singlefatherUniversalPictures GoldCircleFilmsUnitedStatesofAmerica,because i said so,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.5ZfnDNesu4Hl__WigL2TogHaKq%26pid%3D15.1&f=1
922,CharlieTahan CatherineO'Hara MartinShort MartinLandauAnimation Comedy Familyshyness stopmotion blackandwhite retro dog animaldeath animalloverTimBurtonProductionsUnitedStatesofAmerica,frankenweenie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.hnGKT1BDxs-hZRr-GMVabgHaLH%26pid%3D15.1&f=1
923,NathanFillion GinaTorres AlanTudyk MorenaBaccarinScienceFiction Action Adventure Thrillermartialarts telepathy dystopia spaceship fugitive basedontvseries planet throatslitting cannibal reavers operative exsoldier fireflyUniversalPictures BarryMendelProductionsUnitedStatesofAmerica,serenity,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Y9ud7gy7eTSoLbDr6Cu4OQHaK-%26pid%3D15.1&f=1
924,MegRyan TonyShalhoub JoeCortese KerryWashingtonRomance Dramabiography sportParamountPictures Cort/MaddenProductions ATRFilms MMPErsteFilmproduktions MoviemakersProductions(MMP)Germany UnitedStatesofAmerica,against the ropes,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Q06woTEQXea03MsLU2DeqwHaK3%26pid%3D15.1&f=1
925,ChristopherReeve RichardPryor JackieCooper MarcMcClureComedy Action Adventure Fantasy ScienceFictionsavingtheworld dccomics supercomputer identitycrisis lossofpowers sequel superhero basedoncomicbook hacking superpowers superhumanstrengthWarnerBros. DovemeadFilms CantharusProductionsUnitedKingdom UnitedStatesofAmerica,superman iii,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.JksbI0Yo_y3hvL-SSmygEwHaLU%26pid%3D15.1&f=1
926,RobertDeNiro SylvesterStallone AlanArkin JonBernthalComedyfathersonrelationship sport rivalry elderly elderlymanGerberPictures WarnerBros.UnitedStatesofAmerica,grudge match,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.gqqgkjrJ2erxof65aKBnpQHaK-%26pid%3D15.1&f=1
927,ChangChen HuJun TonyLeungChiu-Wai TakeshiKaneshiroAdventure Drama Actionflamingarrow chinesehistory strategy carrierpigeon spearthrowing walloffire whitedove casualtyofwar arrowinback chinesetradition chinesepainting brokenarrowMetropolitanFilmexport LionRockProductions ShowboxChina,chi bi,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.ieyv_XK-vqtIChLzZndYRgHaGe%26pid%3D15.1&f=1
928,ReeseWitherspoon JoshLucas PatrickDempsey CandiceBergenComedy Romancenewyork marriageproposal alabama careerwoman fashiondesignerTouchstonePicturesUnitedStatesofAmerica,sweet home alabama,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XXGcAK0dT7SA9u3cir-ivgHaKj%26pid%3D15.1&f=1
929,KatherineHeigl GerardButler EricWinter BreeTurnerComedy Romanceromanticcomedy romance tvmorningshow relationship oppositesattractLakeshoreEntertainment RelativityMediaUnitedStatesofAmerica,the ugly truth,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.cfVdzfcK8FcsRoLWvvbIrwHaK_%26pid%3D15.1&f=1
930,SteveMartin DanAykroyd PhilHartman GlenneHeadlyComedy Familygulfwar u.s.army basedontvseries militaryspoofImagineEntertainment UniversalPicturesUnitedStatesofAmerica,sgt. bilko,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.i2t9IC_t6ORLCacQCLntDAAAAA%26pid%3D15.1&f=1
931,AntonioBanderas CarlaGugino AlexaPenaVega DarylSabaraAction Adventure Familyspy experiment island secretorganization wretch weapon rivalry scientistDimensionFilmsUnitedStatesofAmerica,spy kids 2: the island of lost dreams,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QVlq31aiP1-MNSEfo1xKxQHaK6%26pid%3D15.1&f=1
932,PatrickStewart JonathanFrakes BrentSpiner LeVarBurtonScienceFiction Action Adventure Thrillerbasedontvseries death explodingplanet mountaincabin solarsystemParamountPicturesUnitedStatesofAmerica,star trek: generations,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.gyzKc9LepQcfiGmPgsn28wHaLB%26pid%3D15.1&f=1
933,RobertPattinson ReeseWitherspoon ChristophWaltz TatumEtheridgeDrama Romanceclown elephanttrainer veterinaryIngeniousMedia DuneEntertainment Fox2000Pictures FlashpointEntertainment BigScreenProductionsUnitedStatesofAmerica,water for elephants,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.mHfjRopdq0wMhh13WG9-ngHaLH%26pid%3D15.1&f=1
934,Carrie-AnneMoss LucasGrabeel BlytheAuffarth CharlieSchlatterAdventure Family Fantasy AnimationnanMiliPicturesChina France UnitedStatesofAmerica,dragon nest: warriors' dawn,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ieLO-AH2xgKl3vY_CaTPuQHaKZ%26pid%3D15.1&f=1
935,DenzelWashington VicellousReonShannon DeborahKaraUnger LievSchreiberDramaprison boxer boxingmatch boxingschool biographyUniversalPictures BeaconCommunications AzoffEntertainmentUnitedStatesofAmerica,the hurricane,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.HOov3p2V6lqe0Wi-MNX2EwAAAA%26pid%3D15.1&f=1
936,JenniferLopez BillyCampbell JulietteLewis DanFuttermanDrama Thrillerwaitress wifehusbandrelationship violenthusband self-defense violenceagainstwomen suspense marryrich abusivehusbandWinklerFilmsUnitedStatesofAmerica,enough,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.bsmB5OFWc4jQlqyRPS2i5gHaOG%26pid%3D15.1&f=1
937,SigourneyWeaver JenniferLoveHewitt GeneHackman RayLiottaCrime Comedy RomanceconsandscamsDavisEntertainment Metro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,heartbreakers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.L6TsfRNOcby9L2_WqADolQHaMB%26pid%3D15.1&f=1
938,KevinJames RainiRodriguez EduardoVerástegui DaniellaAlonsoAction Comedy Familyshoppingmall lasvegas securityguardColumbiaPictures HappyMadisonProductions SonyPicturesReleasing SonyPicturesEntertainment(SPE) LStarCapital HeyEddieUnitedStatesofAmerica,paul blart: mall cop 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.epaOTSdI_LTrRl8rjV2MaAHaLH%26pid%3D15.1&f=1
939,JenniferLopez JimCaviezel JeremySisto TerrenceHowardDrama Romance Thrillercarcrash policeofficerEpsilonMotionPictures MorganCreekProductions TheCantonCompany AETwoFilmProductions AngelEyesProductionsUnitedStatesofAmerica,angel eyes,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.CXcqjAJiI06cLxSmZar0tgHaK-%26pid%3D15.1&f=1
940,TimAllen JulieBowen KellyLynch GregGermannComedyprofession karate daughter beförderung ex-wife parking slapRegencyEnterprises Fox2000Pictures KopelsonEntertainment EpsilonMotionPictures AtchityEntertainmentInternational(AEI)UnitedStatesofAmerica,joe somebody,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.lecJgpjr01tEv28MaBHjcQHaLH%26pid%3D15.1&f=1
941,JohnnyDepp FrankLangella LenaOlin EmmanuelleSeignerHorror Mystery Thrillernewyork obsession passionforcollection southernfrance mephisto antiquary book picturepuzzle castle satanism millionaireBacFilms KinoVision OrlyFilms R.P.Productions VíaDigital ArtisanEntertainment OrigenProduccionesCinematograficasS.A. TF1FilmsProduction Canal+ Canal+EspañaFrance Portugal Spain,the ninth gate,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.E18wRzEWekRzw9TMlCUJvgHaLH%26pid%3D15.1&f=1
942,HughGrant GeneHackman SarahJessicaParker DavidMorseDrama Thrillernewyork surgeon british suspense morgue hospital medical doctor medicalresearch emergencyroom missingbodyColumbiaPictures CastleRockEntertainment SimianFilmsUnitedStatesofAmerica,extreme measures,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.BX-wOztI3wi7OVJiusNChQHaKv%26pid%3D15.1&f=1
943,MarkWahlberg JenniferAniston JasonFlemyng DominicWestMusic Drama Comedyrockstar success discontentednessanddispleasedness heavymetal relationshipproblemsBelAirEntertainment WarnerBros. RobertLawrenceProductions MetalProductionsInc. MaysvillePicturesUnitedStatesofAmerica,rock star,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.siBjKysTkCFY961DqfWxTwHaJs%26pid%3D15.1&f=1
944,GaboureySidibe Mo'Nique PaulaPatton MariahCareyDramaaids illiteracy song unwillinglypregnant balloon school crying motorcycleSmokewoodEntertainmentGroupUnitedStatesofAmerica,precious,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.NRer9VJNJi750glUr1uwyAHaKl%26pid%3D15.1&f=1
945,JeffBridges CarolineGoodall JohnSavage ScottWolfAction Dramasailingtrip diary sailing survival comingofage teenageboy discipline squall sail shipcaptain caribbean malebonding seasickness stormatsea 1960sHollywoodPictures LargoEntertainment ScottFreeProductionsUnitedStatesofAmerica,white squall,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qnwADs-hnUGD6ZYNH54ggAHaLB%26pid%3D15.1&f=1
946,KurtRussell KeithDavid WilfordBrimley DonaldMoffatHorror Mystery ScienceFictionice spacemarine paranoia snowstorm norwegian researchstation remake alien antarctica shapeshiftingalien sleddogsUniversalPictures Turman-FosterCompanyUnitedStatesofAmerica,the thing,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.LcEmCWzj7clfRbyjDLhJvgHaKj%26pid%3D15.1&f=1
947,VinDiesel KarlUrban KateeSackhoff JordiMollàScienceFiction Action Thrillerdystopia revenge alien planet imaxOneRaceProductions RadarPictures RiddickCanadaProductionsUnitedStatesofAmerica,riddick,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.9-FR5uXBiojObmefzhmylgHaLH%26pid%3D15.1&f=1
948,DennisQuaid DannyGlover R.LeeErmey ClaudiaStedelinAction Adventure Mystery Thrillerlossofson serialkiller trainParamountPictures PacificWestern RysherEntertainmentUnitedStatesofAmerica,switchback,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.RbBFu0QUvv56Bwj_GMR2hAHaK-%26pid%3D15.1&f=1
949,JamesVanDerBeek RachaelLeighCook AshtonKutcher DylanMcDermottAction Westernunderwear tiger racialsegregationDimensionFilmsUnitedStatesofAmerica,texas rangers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.2UVi3UYxW42l6aK95gO3wQAAAA%26pid%3D15.1&f=1
950,SaoirseRonan HarryTreadaway MaryKayPlace BillMurrayAdventure Family Fantasyundergroundworld mayor adventure post-apocalyptic dystopia puzzle box pipeworksPlaytone WaldenMediaUnitedStatesofAmerica,city of ember,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.VwnBMZdTgCqEUg7hVOhoUwAAAA%26pid%3D15.1&f=1
951,JoaquinPhoenix PhilipSeymourHoffman AmyAdams LauraDernDramaposttraumaticstressdisorder sexualobsession postwarperiod drifter alcoholic cultleader scientology religiouscult charismaticleader righthandmanGhoulardiFilmCompany TheWeinsteinCompany AnnapurnaPicturesUnitedStatesofAmerica,the master,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.2xViytd3FdiM1HOfkQ5TTAHaKl%26pid%3D15.1&f=1
